Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
ANGELO AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2019,1,49.261756,-122.756156
APEL DR & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2019,1,49.281219,-122.756098
ATKINS AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2019,1,49.259973,-122.77858
ATKINS AVE & REEVE ST,Casualty,PORT COQUITLAM,2019,1,49.259972,-122.788013
BIRCHLAND AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2019,1,49.265595,-122.756104
BROADWAY ST & CAMERON AVE,Casualty,PORT COQUITLAM,2019,1,49.248103,-122.762337
BROADWAY ST & INDUSTRIAL AVE,Casualty,PORT COQUITLAM,2019,1,49.245603,-122.762329
BROWN ST & MCLEAN AVE,Casualty,PORT COQUITLAM,2019,1,49.253277,-122.76678
BURLEIGH AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,1,49.265303,-122.788814
BURNS RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,1,49.271293,-122.727842
CAMBRIDGE ST & COQUITLAM AVE,Casualty,PORT COQUITLAM,2019,1,49.267389,-122.770219
CAMBRIDGE ST & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2019,1,49.26557,-122.770208
CEDAR DR & LINCOLN AVE,Casualty,PORT COQUITLAM,2019,1,49.278487,-122.738761
CEDAR DR & LOMBARDY DR & PINEMONT AVE,Casualty,PORT COQUITLAM,2019,1,49.273906,-122.739157
CENTRAL AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,1,49.256218,-122.782673
CHINE DR & JANE ST,Casualty,PORT COQUITLAM,2019,1,49.264114,-122.78708
COAST MERIDIAN RD & FRASER AVE,Casualty,PORT COQUITLAM,2019,1,49.26925,-122.756136
COAST MERIDIAN RD & GREENMOUNT AVE,Casualty,PORT COQUITLAM,2019,1,49.284303,-122.756063
COAST MERIDIAN RD & KENT AVE,Casualty,PORT COQUITLAM,2019,1,49.280763,-122.756108
COAST MERIDIAN RD & MANNING AVE & MANNING SQ,Casualty,PORT COQUITLAM,2019,1,49.268346,-122.756128
COAST MERIDIAN RD & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2019,1,49.265121,-122.7561
CONGO CRES & RIVERSIDE DR & TIGRIS CRES,Casualty,PORT COQUITLAM,2019,1,49.260749,-122.745148
CORNWALL ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,1,49.271235,-122.741404
DOMINION AVE & NILE GATE,Casualty,PORT COQUITLAM,2019,1,49.258386,-122.740479
FLINT ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,1,49.271165,-122.770519
FRASER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,1,49.269273,-122.775292
FREMONT ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,1,49.248236,-122.734155
FREMONT ST & SEABORNE AVE,Casualty,PORT COQUITLAM,2019,1,49.25663,-122.734008
GRANT AVE,Casualty,PORT COQUITLAM,2019,1,49.270291,-122.754856
GRANT AVE & VINCENT ST,Casualty,PORT COQUITLAM,2019,1,49.270123,-122.758935
HAWKINS ST & NICOLA AVE,Casualty,PORT COQUITLAM,2019,1,49.255436,-122.738364
IRVINE AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2019,1,49.254577,-122.780851
KELLY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2019,1,49.259074,-122.778591
KINGSWAY AVE & LANGAN AVE,Casualty,PORT COQUITLAM,2019,1,49.250798,-122.757712
KITCHENER AVE & WOODLAND DR,Casualty,PORT COQUITLAM,2019,1,49.275265,-122.790029
KNAPPEN ST & POOLEY AVE,Casualty,PORT COQUITLAM,2019,1,49.244588,-122.771892
LANGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2019,1,49.250124,-122.772151
LAURIER AVE & OXFORD ST,Casualty,PORT COQUITLAM,2019,1,49.275305,-122.767224
LINCOLN AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2019,1,49.2784,-122.761723
LOBB AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,1,49.253313,-122.782635
LOUGHEED HWY & MARY HILL BYPASS ONRAMP,Casualty,PORT COQUITLAM,2019,1,49.250523,-122.736081
MARS ST & VICTORIA DR,Casualty,PORT COQUITLAM,2019,1,49.285751,-122.73661
MARY HILL RD & MCALLISTER AVE,Casualty,PORT COQUITLAM,2019,1,49.261646,-122.77835
MCLEAN AVE & TAYLOR ST,Casualty,PORT COQUITLAM,2019,1,49.253289,-122.769119
PARKVIEW LANE & PITT RIVER RD,Casualty,PORT COQUITLAM,2019,1,49.253284,-122.790253
PATRICIA AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,1,49.276828,-122.773495
PO AVE & RIVERSIDE DR,Casualty,PORT COQUITLAM,2019,1,49.261681,-122.750415
PRAIRIE AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2019,1,49.271164,-122.761659
REEVE ST & WELCHER AVE,Casualty,PORT COQUITLAM,2019,1,49.258131,-122.788067
RINDALL AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,1,49.255397,-122.782667
BEAUMARIS CLOSE & COAST MERIDIAN RD & COQUITLAM AVE,Casualty,PORT COQUITLAM,2019,2,49.26743,-122.756119
BURY AVE & WILSON AVE,Casualty,PORT COQUITLAM,2019,2,49.260884,-122.784909
COAST MERIDIAN RD & DORSET AVE,Casualty,PORT COQUITLAM,2019,2,49.273622,-122.756165
FREMONT ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,2,49.271284,-122.733778
GORDON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,2,49.269908,-122.790609
GRANT AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,2,49.270166,-122.775271
GREENMOUNT AVE & OXFORD ST,Casualty,PORT COQUITLAM,2019,2,49.284327,-122.767213
HAWKINS ST & SHERLING AVE & VILLAGE DR,Casualty,PORT COQUITLAM,2019,2,49.253617,-122.738403
HAWTHORNE AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2019,2,49.257012,-122.778546
JANE ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,2,49.265532,-122.787666
JERVIS ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2019,2,49.271049,-122.784589
KELLY AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,2,49.259078,-122.775334
KINGSWAY AVE & TYNER ST,Casualty,PORT COQUITLAM,2019,2,49.258707,-122.77533
LINCOLN AVE & OXFORD ST,Casualty,PORT COQUITLAM,2019,2,49.278367,-122.767252
LOUGHEED HWY & LOUGHEED MERIDIAN RD & TURNING LANE,Casualty,PORT COQUITLAM,2019,2,49.261016,-122.760465
NEWBERRY ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,2,49.271224,-122.747599
OTTAWA ST & RIVERSIDE DR,Casualty,PORT COQUITLAM,2019,2,49.260744,-122.746465
ANSON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,3,49.277217,-122.790487
ATKINS AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,3,49.259956,-122.782708
CITADEL DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,3,49.232315,-122.793768
COAST MERIDIAN RD & PATRICIA AVE,Casualty,PORT COQUITLAM,2019,3,49.276568,-122.756165
COAST MERIDIAN RD & SALISBURY AVE,Casualty,PORT COQUITLAM,2019,3,49.272407,-122.756142
COAST MERIDIAN RD & ST ALBERT AVE,Casualty,PORT COQUITLAM,2019,3,49.263704,-122.756096
COAST MERIDIAN RD & VICTORIA DR,Casualty,PORT COQUITLAM,2019,3,49.285742,-122.756041
EASTERN DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,3,49.235637,-122.792125
ELGIN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,3,49.26362,-122.780357
FREMONT ST CONN & SHERLING AVE & SHERLING PL,Casualty,PORT COQUITLAM,2019,3,49.253452,-122.733949
OXFORD ST & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2019,3,49.265546,-122.767155
PRAIRIE AVE & ULSTER ST,Casualty,PORT COQUITLAM,2019,3,49.271193,-122.754534
CEDAR DR & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,4,49.271239,-122.739761
COAST MERIDIAN OVERPASS & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2019,4,49.260304,-122.756034
COAST MERIDIAN RD & LAURIER AVE,Casualty,PORT COQUITLAM,2019,4,49.274833,-122.756169
CRABBE AVE & KITCHENER AVE & WESTWOOD ST & WOODLAND DR,Casualty,PORT COQUITLAM,2019,4,49.275268,-122.790487
DIXON ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,4,49.265707,-122.786801
KINGSWAY AVE & MAPLE ST,Casualty,PORT COQUITLAM,2019,4,49.264988,-122.781072
LOUGHEED HWY & RALEIGH ST,Casualty,PORT COQUITLAM,2019,4,49.271662,-122.785996
MARY HILL RD & PITT RIVER RD,Casualty,PORT COQUITLAM,2019,4,49.254054,-122.778535
MCALLISTER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,4,49.262831,-122.781134
OXFORD ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,4,49.271171,-122.767175
CHRISTMAS WAY & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,5,49.271863,-122.790555
COQUITLAM AVE & OXFORD ST,Casualty,PORT COQUITLAM,2019,5,49.267353,-122.767166
DOMINION AVE & OTTAWA ST,Casualty,PORT COQUITLAM,2019,5,49.258378,-122.746596
LOUGHEED HWY & OXFORD CONN,Casualty,PORT COQUITLAM,2019,5,49.266263,-122.773739
DEWDNEY TRUNK RD & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,6,49.268044,-122.790638
GREENE ST & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,6,49.265565,-122.790747
COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,Casualty,PORT COQUITLAM,2019,7,49.278459,-122.756138
COAST MERIDIAN RD & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2019,7,49.24374,-122.756068
COAST MERIDIAN RD & KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,8,49.250047,-122.755963
KINGSWAY AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,8,49.265176,-122.79085
LOUGHEED HWY & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP,Casualty,PORT COQUITLAM,2019,8,49.250416,-122.735771
NICOLA AVE & OTTAWA ST & MALL ACCESS,Casualty,PORT COQUITLAM,2019,8,49.257692,-122.746596
PITT RIVER RD & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2019,9,49.254583,-122.782641
DAVIES AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2019,11,49.269533,-122.790596
COAST MERIDIAN RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,12,49.271192,-122.756124
FREMONT ST & FREMONT ST CONN & LOUGHEED HWY & LOUGHEED HWY ONRAMP & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP & MARY HILL BYPASS ONRAMP & PITT RIVER BRIDGE & TURNING LANE,Casualty,PORT COQUITLAM,2019,12,49.250147,-122.735474
BROADWAY ST & COAST MERIDIAN OVERPASS & KINGSWAY AVE & TURNING LANE,Casualty,PORT COQUITLAM,2019,15,49.252845,-122.762324
COAST MERIDIAN RD & RIVERWOOD GATE & ROBERTSON AVE,Casualty,PORT COQUITLAM,2019,15,49.262726,-122.756072
DOMINION AVE & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2019,15,49.258205,-122.75309
HASTINGS ST & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2019,18,49.270082,-122.782324
KINGSWAY AVE & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2019,21,49.246496,-122.748006
LOUGHEED HWY & OTTAWA ST & TURNING LANE,Casualty,PORT COQUITLAM,2019,22,49.255475,-122.747715
LOUGHEED HWY & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2019,36,49.27352,-122.790547
MARY HILL BYPASS & PITT RIVER RD & TURNING LANE,Casualty,PORT COQUITLAM,2019,42,49.234608,-122.769488
LOUGHEED HWY & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2019,51,49.267482,-122.77645
ARGUE ST & MARY HILL BYPASS & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2019,61,49.227198,-122.795647
BROADWAY ST & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2019,103,49.240773,-122.761896
AMAZON DR & RIVERSIDE DR & RIVERWOOD GATE,Casualty,PORT COQUITLAM,2020,1,49.263403,-122.750394
ANITA DR & EASTERN DR,Casualty,PORT COQUITLAM,2020,1,49.245198,-122.77634
ANSON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,1,49.277217,-122.790487
APEL DR & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2020,1,49.281219,-122.756098
ATKINS AVE & REEVE ST,Casualty,PORT COQUITLAM,2020,1,49.259972,-122.788013
BARBERRY DR & ROSEWOOD ST,Casualty,PORT COQUITLAM,2020,1,49.26512,-122.754826
BURLEIGH AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2020,1,49.265303,-122.788814
BURNS RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2020,1,49.271293,-122.727842
CEDAR DR & LINCOLN AVE,Casualty,PORT COQUITLAM,2020,1,49.278487,-122.738761
COAST MERIDIAN RD & MANNING AVE & MANNING SQ,Casualty,PORT COQUITLAM,2020,1,49.268346,-122.756128
COAST MERIDIAN RD & VICTORIA DR,Casualty,PORT COQUITLAM,2020,1,49.285742,-122.756041
COAST MERIDIAN RD & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2020,1,49.265121,-122.7561
DAVIES AVE & HASTINGS ST,Casualty,PORT COQUITLAM,2020,1,49.267959,-122.782386
DEVON RD & LAURIER AVE,Casualty,PORT COQUITLAM,2020,1,49.274856,-122.730695
EASTERN DR & KLASSEN CRT,Casualty,PORT COQUITLAM,2020,1,49.238505,-122.788008
FRASER AVE & OXFORD ST,Casualty,PORT COQUITLAM,2020,1,49.269159,-122.767164
FREMONT ST & SEABORNE AVE,Casualty,PORT COQUITLAM,2020,1,49.25663,-122.734008
GREENE ST & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,1,49.265565,-122.790747
JANE ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2020,1,49.265532,-122.787666
KELLY AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2020,1,49.259078,-122.775334
KELLY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2020,1,49.259074,-122.778591
KELLY AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,1,49.25906,-122.782725
KINGSWAY AVE & PORT COQUITLAM STATION & WILSON AVE,Casualty,PORT COQUITLAM,2020,1,49.260882,-122.775374
KINGSWAY AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,1,49.264377,-122.779601
KINGSWAY AVE & TICEHURST LANE,Casualty,PORT COQUITLAM,2020,1,49.265919,-122.783293
KINGSWAY AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,1,49.265176,-122.79085
LANCASTER ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2020,1,49.272314,-122.787529
LANGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2020,1,49.250124,-122.772151
LINCOLN AVE & OXFORD ST,Casualty,PORT COQUITLAM,2020,1,49.278367,-122.767252
LOUGHEED HWY & LOUGHEED MERIDIAN RD & TURNING LANE,Casualty,PORT COQUITLAM,2020,1,49.261016,-122.760465
LOUGHEED HWY & MARY HILL BYPASS ONRAMP,Casualty,PORT COQUITLAM,2020,1,49.250523,-122.736081
LOUGHEED HWY & RALEIGH ST,Casualty,PORT COQUITLAM,2020,1,49.271662,-122.785996
MASON AVE & OXFORD ST,Casualty,PORT COQUITLAM,2020,1,49.289334,-122.763159
MCLEAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2020,1,49.253429,-122.773619
MCLEAN AVE & TAYLOR ST,Casualty,PORT COQUITLAM,2020,1,49.253289,-122.769119
MERCER AVE & MERCER PL & TAYLOR ST,Casualty,PORT COQUITLAM,2020,1,49.245376,-122.769125
NEWBERRY ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2020,1,49.271224,-122.747599
PO AVE & RIVERSIDE DR,Casualty,PORT COQUITLAM,2020,1,49.261681,-122.750415
PRAIRIE AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2020,1,49.271164,-122.761659
RANGER LANE & SEABORNE PL,Casualty,PORT COQUITLAM,2020,1,49.255853,-122.72803
RIVERSIDE CLOSE & RIVERSIDE DR,Casualty,PORT COQUITLAM,2020,1,49.261973,-122.742412
SOMERSET PL & SOMERSET ST,Casualty,PORT COQUITLAM,2020,1,49.280388,-122.740519
THEA AVE & WESTERN DR,Casualty,PORT COQUITLAM,2020,1,49.247253,-122.780439
AVON PL & DOMINION AVE & HAWKINS ST,Casualty,PORT COQUITLAM,2020,2,49.258389,-122.737823
BIRCHLAND AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2020,2,49.265595,-122.756104
BROADWAY ST & INDUSTRIAL AVE,Casualty,PORT COQUITLAM,2020,2,49.245603,-122.762329
CAMBRIDGE ST & FRASER AVE,Casualty,PORT COQUITLAM,2020,2,49.269201,-122.77023
CITADEL DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,2,49.232315,-122.793768
COAST MERIDIAN OVERPASS & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2020,2,49.260304,-122.756034
COAST MERIDIAN RD & KINGSWAY AVE,Casualty,PORT COQUITLAM,2020,2,49.250047,-122.755963
COAST MERIDIAN RD & LAURIER AVE,Casualty,PORT COQUITLAM,2020,2,49.274833,-122.756169
COAST MERIDIAN RD & PATRICIA AVE,Casualty,PORT COQUITLAM,2020,2,49.276568,-122.756165
COAST MERIDIAN RD & ST ALBERT AVE,Casualty,PORT COQUITLAM,2020,2,49.263704,-122.756096
DIXON ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2020,2,49.265707,-122.786801
DOMINION AVE & OTTAWA ST,Casualty,PORT COQUITLAM,2020,2,49.258378,-122.746596
EASTERN DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,2,49.235637,-122.792125
GORDON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,2,49.269908,-122.790609
HAWKINS ST & NICOLA AVE,Casualty,PORT COQUITLAM,2020,2,49.255436,-122.738364
KINGSWAY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2020,2,49.263275,-122.777156
KINGSWAY AVE & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,2,49.265127,-122.79073
LOUGHEED HWY & OXFORD CONN,Casualty,PORT COQUITLAM,2020,2,49.266263,-122.773739
MARY HILL RD & PITT RIVER RD,Casualty,PORT COQUITLAM,2020,2,49.254054,-122.778535
MARY HILL RD & WILSON AVE,Casualty,PORT COQUITLAM,2020,2,49.260877,-122.778541
PITT RIVER RD & POOLEY AVE,Casualty,PORT COQUITLAM,2020,2,49.244622,-122.77357
BEAUMARIS CLOSE & COAST MERIDIAN RD & COQUITLAM AVE,Casualty,PORT COQUITLAM,2020,3,49.26743,-122.756119
CHRISTMAS WAY & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,3,49.271863,-122.790555
CITADEL DR & PITT RIVER RD,Casualty,PORT COQUITLAM,2020,3,49.239589,-122.773081
COAST MERIDIAN RD & SALISBURY AVE,Casualty,PORT COQUITLAM,2020,3,49.272407,-122.756142
COQUITLAM AVE & OXFORD ST,Casualty,PORT COQUITLAM,2020,3,49.267353,-122.767166
FREMONT ST & FREMONT ST CONN & LOUGHEED HWY & LOUGHEED HWY ONRAMP & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP & MARY HILL BYPASS ONRAMP & PITT RIVER BRIDGE & TURNING LANE,Casualty,PORT COQUITLAM,2020,3,49.250147,-122.735474
FREMONT ST CONN & SHERLING AVE & SHERLING PL,Casualty,PORT COQUITLAM,2020,3,49.253452,-122.733949
KINGSWAY AVE & MAPLE ST,Casualty,PORT COQUITLAM,2020,3,49.264988,-122.781072
LINCOLN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,3,49.27848,-122.773157
NICOLA AVE & OTTAWA ST & MALL ACCESS,Casualty,PORT COQUITLAM,2020,3,49.257692,-122.746596
PITT RIVER RD & REEVE ST,Casualty,PORT COQUITLAM,2020,3,49.254625,-122.787589
PITT RIVER RD & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,3,49.254583,-122.782641
PRAIRIE AVE & ULSTER ST,Casualty,PORT COQUITLAM,2020,3,49.271193,-122.754534
COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,Casualty,PORT COQUITLAM,2020,4,49.278459,-122.756138
CRABBE AVE & KITCHENER AVE & WESTWOOD ST & WOODLAND DR,Casualty,PORT COQUITLAM,2020,4,49.275268,-122.790487
DAVIES AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,4,49.269533,-122.790596
LEIGH SQUARE PL & SHAUGHNESSY ST & WHYTE AVE,Casualty,PORT COQUITLAM,2020,4,49.262039,-122.781913
MCALLISTER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,4,49.262831,-122.781134
OXFORD ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2020,4,49.271171,-122.767175
PRAIRIE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,4,49.271224,-122.775291
PRAIRIE AVE & VINCENT ST,Casualty,PORT COQUITLAM,2020,4,49.271178,-122.758954
SHAUGHNESSY ST & WILSON AVE,Casualty,PORT COQUITLAM,2020,4,49.260879,-122.782688
COAST MERIDIAN RD & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2020,5,49.24374,-122.756068
ELGIN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2020,5,49.26362,-122.780357
COAST MERIDIAN RD & RIVERWOOD GATE & ROBERTSON AVE,Casualty,PORT COQUITLAM,2020,6,49.262726,-122.756072
HAWKINS ST & SHERLING AVE & VILLAGE DR,Casualty,PORT COQUITLAM,2020,6,49.253617,-122.738403
COAST MERIDIAN OVERPASS & LOUGHEED HWY,Casualty,PORT COQUITLAM,2020,7,49.259073,-122.756527
LIONS WAY & SHAUGHNESSY ST & MALL ACCESS,Casualty,PORT COQUITLAM,2020,7,49.266106,-122.777793
LOUGHEED HWY & OXFORD CONN & OXFORD ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,8,49.263719,-122.767413
DEWDNEY TRUNK RD & WESTWOOD ST,Casualty,PORT COQUITLAM,2020,9,49.268044,-122.790638
DOMINION AVE & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2020,11,49.258205,-122.75309
LOUGHEED HWY & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP,Casualty,PORT COQUITLAM,2020,11,49.250416,-122.735771
BROADWAY ST & COAST MERIDIAN OVERPASS & KINGSWAY AVE & TURNING LANE,Casualty,PORT COQUITLAM,2020,13,49.252845,-122.762324
COAST MERIDIAN RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2020,13,49.271192,-122.756124
HASTINGS ST & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2020,13,49.270082,-122.782324
KINGSWAY AVE & MCLEAN AVE & TURNING LANE,Casualty,PORT COQUITLAM,2020,13,49.253573,-122.764023
LOUGHEED HWY & OTTAWA ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,13,49.255475,-122.747715
LOUGHEED HWY & SHERLING AVE & TURNING LANE & UNNAMED,Casualty,PORT COQUITLAM,2020,15,49.253039,-122.741938
KINGSWAY AVE & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2020,17,49.246496,-122.748006
COAST MERIDIAN CONN & COAST MERIDIAN OVERPASS & COAST MERIDIAN RD & LOUGHEED HWY & LOUGHEED MERIDIAN RD & ACCESS ROAD & INDUSTRIAL ACCESS ROAD & MALL ACCESS & TURNING LANE,Casualty,PORT COQUITLAM,2020,20,49.259848,-122.756931
LOUGHEED HWY & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,20,49.27352,-122.790547
LOUGHEED HWY & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,30,49.267482,-122.77645
MARY HILL BYPASS & PITT RIVER RD & TURNING LANE,Casualty,PORT COQUITLAM,2020,31,49.234608,-122.769488
ARGUE ST & MARY HILL BYPASS & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2020,39,49.227198,-122.795647
BROADWAY ST & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2020,85,49.240773,-122.761896
ANGELO AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2021,1,49.261756,-122.756156
ATKINS AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.259956,-122.782708
CAMBRIDGE ST & FRASER AVE,Casualty,PORT COQUITLAM,2021,1,49.269201,-122.77023
CEDAR DR & LINCOLN AVE,Casualty,PORT COQUITLAM,2021,1,49.278487,-122.738761
CEDAR DR & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,1,49.271239,-122.739761
CENTRAL AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2021,1,49.256094,-122.77855
COAST MERIDIAN OVERPASS & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2021,1,49.260304,-122.756034
COAST MERIDIAN OVERPASS & LOUGHEED HWY,Casualty,PORT COQUITLAM,2021,1,49.259073,-122.756527
COAST MERIDIAN RD & FRASER AVE,Casualty,PORT COQUITLAM,2021,1,49.26925,-122.756136
COAST MERIDIAN RD & SALISBURY AVE,Casualty,PORT COQUITLAM,2021,1,49.272407,-122.756142
CONNAUGHT AVE & TAYLOR ST,Casualty,PORT COQUITLAM,2021,1,49.247367,-122.769108
COQUITLAM AVE & FLINT ST,Casualty,PORT COQUITLAM,2021,1,49.267435,-122.773826
COQUITLAM AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2021,1,49.267385,-122.761596
DAVIES AVE & HASTINGS ST,Casualty,PORT COQUITLAM,2021,1,49.267959,-122.782386
DEVON RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,1,49.271297,-122.731418
DIXON ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2021,1,49.265707,-122.786801
DORSET AVE & OXFORD ST,Casualty,PORT COQUITLAM,2021,1,49.273859,-122.767212
DORSET AVE & SEFTON ST,Casualty,PORT COQUITLAM,2021,1,49.273611,-122.757598
FLINT ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2021,1,49.26675,-122.774493
FRASER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.269273,-122.775292
FRASER AVE & VINCENT ST,Casualty,PORT COQUITLAM,2021,1,49.269236,-122.758927
FREMONT ST & FREMONT ST CONN & LOUGHEED HWY & LOUGHEED HWY ONRAMP & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP & MARY HILL BYPASS ONRAMP & PITT RIVER BRIDGE & TURNING LANE,Casualty,PORT COQUITLAM,2021,1,49.250147,-122.735474
FREMONT ST & NICOLA AVE,Casualty,PORT COQUITLAM,2021,1,49.255431,-122.734033
