Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
FREMONT ST & RIVERSIDE DR,Casualty,PORT COQUITLAM,2021,1,49.267304,-122.733857
GATELY AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2021,1,49.266061,-122.785046
GRANT AVE & VINCENT ST,Casualty,PORT COQUITLAM,2021,1,49.270123,-122.758935
GREENMOUNT AVE & LIVERPOOL ST,Casualty,PORT COQUITLAM,2021,1,49.284302,-122.760218
HARBOUR ST & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.23552,-122.770404
HAWTHORNE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.257123,-122.782677
HAWTHORNE AVE & TYNER ST,Casualty,PORT COQUITLAM,2021,1,49.257023,-122.775314
IRVINE AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.254577,-122.780851
JANE ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2021,1,49.265532,-122.787666
KELLY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2021,1,49.259074,-122.778591
KELLY AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.25906,-122.782725
KINGSWAY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2021,1,49.263275,-122.777156
KINGSWAY AVE & PORT COQUITLAM STATION & WILSON AVE,Casualty,PORT COQUITLAM,2021,1,49.260882,-122.775374
LANGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.250124,-122.772151
LINCOLN AVE & OXFORD ST,Casualty,PORT COQUITLAM,2021,1,49.278367,-122.767252
LINCOLN AVE & ST ANNE ST,Casualty,PORT COQUITLAM,2021,1,49.278395,-122.768813
LINCOLN AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2021,1,49.2784,-122.761723
LOBB AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.253313,-122.782635
MARPOLE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.261286,-122.782683
MARY HILL RD & MCALLISTER AVE,Casualty,PORT COQUITLAM,2021,1,49.261646,-122.77835
MORGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.249178,-122.771949
NACHT AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.247888,-122.782722
NOVA SCOTIA AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.237085,-122.771515
OXFORD ST & SALISBURY AVE,Casualty,PORT COQUITLAM,2021,1,49.272396,-122.767197
PARKVIEW LANE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,1,49.253284,-122.790253
PATRICIA AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.276828,-122.773495
PRAIRIE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.271224,-122.775291
PRAIRIE AVE & TORONTO ST,Casualty,PORT COQUITLAM,2021,1,49.271215,-122.753161
PRAIRIE AVE & VINCENT ST,Casualty,PORT COQUITLAM,2021,1,49.271178,-122.758954
PRAIRIE AVE & YORK ST,Casualty,PORT COQUITLAM,2021,1,49.271175,-122.764403
REEVE ST & WILSON AVE,Casualty,PORT COQUITLAM,2021,1,49.260866,-122.788069
RHINE CRES & RIVERWOOD GATE & THAMES CRES,Casualty,PORT COQUITLAM,2021,1,49.262744,-122.75426
RINDALL AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.255397,-122.782667
RINDALL AVE & TYNER ST,Casualty,PORT COQUITLAM,2021,1,49.255203,-122.775294
SALISBURY AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,1,49.272468,-122.775241
SHAUGHNESSY ST & WELCHER AVE,Casualty,PORT COQUITLAM,2021,1,49.258023,-122.782699
WESTERN DR & WESTERN PL,Casualty,PORT COQUITLAM,2021,1,49.239578,-122.783656
BEAUMARIS CLOSE & COAST MERIDIAN RD & COQUITLAM AVE,Casualty,PORT COQUITLAM,2021,2,49.26743,-122.756119
BROADWAY ST & INDUSTRIAL AVE,Casualty,PORT COQUITLAM,2021,2,49.245603,-122.762329
BROADWAY ST & LANGAN AVE,Casualty,PORT COQUITLAM,2021,2,49.250166,-122.762342
COAST MERIDIAN RD & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2021,2,49.24374,-122.756068
COAST MERIDIAN RD & VICTORIA DR,Casualty,PORT COQUITLAM,2021,2,49.285742,-122.756041
COLUMBIA AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,2,49.242142,-122.773416
COQUITLAM AVE & OXFORD ST,Casualty,PORT COQUITLAM,2021,2,49.267353,-122.767166
FREMONT ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,2,49.271284,-122.733778
FREMONT ST CONN & NICOLA AVE & NICOLA PL,Casualty,PORT COQUITLAM,2021,2,49.254699,-122.731503
FREMONT ST CONN & SEABORNE AVE & SEABORNE PL,Casualty,PORT COQUITLAM,2021,2,49.256003,-122.728894
GLADE CRT & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,2,49.271228,-122.746111
GORDON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,2,49.269908,-122.790609
HAWKINS ST & NICOLA AVE,Casualty,PORT COQUITLAM,2021,2,49.255436,-122.738364
KINGSWAY AVE & MAPLE ST,Casualty,PORT COQUITLAM,2021,2,49.264988,-122.781072
KINGSWAY AVE & TICEHURST LANE,Casualty,PORT COQUITLAM,2021,2,49.265919,-122.783293
KINGSWAY AVE & TYNER ST,Casualty,PORT COQUITLAM,2021,2,49.258707,-122.77533
MARY HILL RD & WILSON AVE,Casualty,PORT COQUITLAM,2021,2,49.260877,-122.778541
MCALLISTER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,2,49.262831,-122.781134
OXFORD ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,2,49.271171,-122.767175
SALISBURY AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2021,2,49.272377,-122.761676
BROWN ST & MCLEAN AVE,Casualty,PORT COQUITLAM,2021,3,49.253277,-122.76678
COAST MERIDIAN RD & RIVERWOOD GATE & ROBERTSON AVE,Casualty,PORT COQUITLAM,2021,3,49.262726,-122.756072
COAST MERIDIAN RD & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2021,3,49.265121,-122.7561
DEWDNEY TRUNK RD & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,3,49.268044,-122.790638
DOMINION AVE & OTTAWA ST,Casualty,PORT COQUITLAM,2021,3,49.258378,-122.746596
EASTERN DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,3,49.235637,-122.792125
GRANT AVE,Casualty,PORT COQUITLAM,2021,3,49.270291,-122.754856
GREENE ST & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,3,49.265565,-122.790747
LANCASTER ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2021,3,49.272314,-122.787529
LOUGHEED HWY & LOUGHEED MERIDIAN RD & TURNING LANE,Casualty,PORT COQUITLAM,2021,3,49.261016,-122.760465
SHAUGHNESSY ST & WILSON AVE,Casualty,PORT COQUITLAM,2021,3,49.260879,-122.782688
ANSON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,4,49.277217,-122.790487
BURNS RD & DOMINION AVE & FREMONT ST CONN,Casualty,PORT COQUITLAM,2021,4,49.258389,-122.728641
CHRISTMAS WAY & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,4,49.271863,-122.790555
HAWKINS ST & SHERLING AVE & VILLAGE DR,Casualty,PORT COQUITLAM,2021,4,49.253617,-122.738403
KINGSWAY AVE & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,4,49.265127,-122.79073
LIONS WAY & SHAUGHNESSY ST & MALL ACCESS,Casualty,PORT COQUITLAM,2021,4,49.266106,-122.777793
MARY HILL RD & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,4,49.254054,-122.778535
PITT RIVER RD & TYNER ST,Casualty,PORT COQUITLAM,2021,4,49.253771,-122.775295
DOMINION AVE & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2021,5,49.258205,-122.75309
ELGIN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,5,49.26362,-122.780357
MCLEAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2021,5,49.253429,-122.773619
OXFORD ST & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2021,5,49.265546,-122.767155
BROADWAY ST & COAST MERIDIAN OVERPASS & KINGSWAY AVE & TURNING LANE,Casualty,PORT COQUITLAM,2021,6,49.252845,-122.762324
COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,Casualty,PORT COQUITLAM,2021,6,49.278459,-122.756138
DAVIES AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2021,6,49.269533,-122.790596
LOUGHEED HWY & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP,Casualty,PORT COQUITLAM,2021,6,49.250416,-122.735771
NICOLA AVE & OTTAWA ST & MALL ACCESS,Casualty,PORT COQUITLAM,2021,6,49.257692,-122.746596
PITT RIVER RD & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2021,6,49.254583,-122.782641
CRABBE AVE & KITCHENER AVE & WESTWOOD ST & WOODLAND DR,Casualty,PORT COQUITLAM,2021,8,49.275268,-122.790487
COAST MERIDIAN RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2021,9,49.271192,-122.756124
COAST MERIDIAN RD & KINGSWAY AVE,Casualty,PORT COQUITLAM,2021,10,49.250047,-122.755963
LOUGHEED HWY & OTTAWA ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,10,49.255475,-122.747715
HASTINGS ST & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2021,16,49.270082,-122.782324
KINGSWAY AVE & MCLEAN AVE & TURNING LANE,Casualty,PORT COQUITLAM,2021,16,49.253573,-122.764023
LOUGHEED HWY & OXFORD CONN & OXFORD ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,20,49.263719,-122.767413
KINGSWAY AVE & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2021,24,49.246496,-122.748006
LOUGHEED HWY & SHERLING AVE & TURNING LANE & UNNAMED,Casualty,PORT COQUITLAM,2021,26,49.253039,-122.741938
LOUGHEED HWY & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,29,49.27352,-122.790547
COAST MERIDIAN CONN & COAST MERIDIAN OVERPASS & COAST MERIDIAN RD & LOUGHEED HWY & LOUGHEED MERIDIAN RD & ACCESS ROAD & INDUSTRIAL ACCESS ROAD & MALL ACCESS & TURNING LANE,Casualty,PORT COQUITLAM,2021,30,49.259848,-122.756931
LOUGHEED HWY & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,32,49.267482,-122.77645
ARGUE ST & MARY HILL BYPASS & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2021,36,49.227198,-122.795647
MARY HILL BYPASS & PITT RIVER RD & TURNING LANE,Casualty,PORT COQUITLAM,2021,41,49.234608,-122.769488
BROADWAY ST & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2021,61,49.240773,-122.761896
ANSON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,1,49.277217,-122.790487
ATKINS AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2022,1,49.259973,-122.77858
BIRCHLAND AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2022,1,49.265595,-122.756104
BLAKEBURN ELEMENTRAY SCHOOL ACCESS & RIVERSIDE DR & RIVERWOOD GATE,Casualty,PORT COQUITLAM,2022,1,49.263907,-122.742279
BROADWAY ST & MORGAN AVE,Casualty,PORT COQUITLAM,2022,1,49.249156,-122.76234
CAMBRIDGE ST & COQUITLAM AVE,Casualty,PORT COQUITLAM,2022,1,49.267389,-122.770219
CAMBRIDGE ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2022,1,49.264927,-122.770194
CAMERON AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.248161,-122.771939
CHELSEA AVE & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2022,1,49.282106,-122.756114
CITADEL DR & FORTRESS CRT & PALISADE CRES,Casualty,PORT COQUITLAM,2022,1,49.229752,-122.78731
CITADEL DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,1,49.232315,-122.793768
COAST MERIDIAN OVERPASS & TURNING LANE,Casualty,PORT COQUITLAM,2022,1,49.259197,-122.756576
COAST MERIDIAN RD & FRASER AVE,Casualty,PORT COQUITLAM,2022,1,49.26925,-122.756136
COAST MERIDIAN RD & ST ALBERT AVE,Casualty,PORT COQUITLAM,2022,1,49.263704,-122.756096
COAST MERIDIAN RD & VICTORIA DR,Casualty,PORT COQUITLAM,2022,1,49.285742,-122.756041
COAST MERIDIAN RD & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2022,1,49.265121,-122.7561
COQUITLAM AVE & FLINT ST,Casualty,PORT COQUITLAM,2022,1,49.267435,-122.773826
DAVIES AVE & JERVIS ST,Casualty,PORT COQUITLAM,2022,1,49.267999,-122.78463
EASTERN DR & HUMBER CRES,Casualty,PORT COQUITLAM,2022,1,49.250733,-122.774796
EASTERN DR & WESTERN DR,Casualty,PORT COQUITLAM,2022,1,49.240374,-122.783748
FLINT ST & GRANT AVE,Casualty,PORT COQUITLAM,2022,1,49.270116,-122.771351
FLINT ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2022,1,49.26675,-122.774493
FLINT ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2022,1,49.271165,-122.770519
GRANT AVE & OXFORD ST,Casualty,PORT COQUITLAM,2022,1,49.270059,-122.767163
GREENE ST & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,1,49.265565,-122.790747
HAWTHORNE AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2022,1,49.257012,-122.778546
KENSAL PL & LINCOLN AVE,Casualty,PORT COQUITLAM,2022,1,49.278471,-122.78433
KINGSWAY AVE & LANGAN AVE,Casualty,PORT COQUITLAM,2022,1,49.250798,-122.757712
KINGSWAY AVE & MARY HILL RD,Casualty,PORT COQUITLAM,2022,1,49.263275,-122.777156
KINGSWAY AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,1,49.264377,-122.779601
KINGSWAY AVE & TYNER ST,Casualty,PORT COQUITLAM,2022,1,49.258707,-122.77533
LANCASTER ST & LOUGHEED HWY,Casualty,PORT COQUITLAM,2022,1,49.272314,-122.787529
LINCOLN AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2022,1,49.2784,-122.761723
LIONS WAY & SHAUGHNESSY ST & MALL ACCESS,Casualty,PORT COQUITLAM,2022,1,49.266106,-122.777793
LOBB AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,1,49.253313,-122.782635
LOUGHEED HWY & RALEIGH ST,Casualty,PORT COQUITLAM,2022,1,49.271662,-122.785996
MANNING AVE & VINCENT ST,Casualty,PORT COQUITLAM,2022,1,49.268317,-122.758909
MANNING CRT & MANNING SQ,Casualty,PORT COQUITLAM,2022,1,49.268337,-122.75538
MARY HILL RD & MCALLISTER AVE,Casualty,PORT COQUITLAM,2022,1,49.261646,-122.77835
MCKENZIE PL & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.241085,-122.773784
MCLEAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.253429,-122.773619
MORGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.249178,-122.771949
NACHT AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,1,49.247888,-122.782722
PARKVIEW LANE & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.253284,-122.790253
PITT RIVER RD & ROWLAND ST,Casualty,PORT COQUITLAM,2022,1,49.254625,-122.785281
PRAIRIE AVE & ULSTER ST,Casualty,PORT COQUITLAM,2022,1,49.271193,-122.754534
PRAIRIE AVE & VINCENT ST,Casualty,PORT COQUITLAM,2022,1,49.271178,-122.758954
PRAIRIE AVE & YORK ST,Casualty,PORT COQUITLAM,2022,1,49.271175,-122.764403
RHINE CRES & RIVERWOOD GATE & THAMES CRES,Casualty,PORT COQUITLAM,2022,1,49.262744,-122.75426
ROWLAND ST & WELCHER AVE,Casualty,PORT COQUITLAM,2022,1,49.258147,-122.785316
SALISBURY AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2022,1,49.272377,-122.761676
BURLEIGH AVE & KINGSWAY AVE,Casualty,PORT COQUITLAM,2022,2,49.265303,-122.788814
CEDAR DR & PRAIRIE AVE,Casualty,PORT COQUITLAM,2022,2,49.271239,-122.739761
CENTRAL AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,2,49.256218,-122.782673
COAST MERIDIAN RD & PATRICIA AVE,Casualty,PORT COQUITLAM,2022,2,49.276568,-122.756165
COAST MERIDIAN RD & SALISBURY AVE,Casualty,PORT COQUITLAM,2022,2,49.272407,-122.756142
DOMINION AVE & OTTAWA ST,Casualty,PORT COQUITLAM,2022,2,49.258378,-122.746596
DONALD ST & WILSON AVE,Casualty,PORT COQUITLAM,2022,2,49.260868,-122.781115
ELGIN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,2,49.26362,-122.780357
FREMONT ST CONN & SHERLING AVE & SHERLING PL,Casualty,PORT COQUITLAM,2022,2,49.253452,-122.733949
HARBOUR ST & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,2,49.23552,-122.770404
HAWKINS ST & NICOLA AVE,Casualty,PORT COQUITLAM,2022,2,49.255436,-122.738364
JANE ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2022,2,49.265532,-122.787666
KINGSWAY AVE & PORT COQUITLAM STATION & WILSON AVE,Casualty,PORT COQUITLAM,2022,2,49.260882,-122.775374
LANGAN AVE & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,2,49.250124,-122.772151
LEIGH SQUARE PL & SHAUGHNESSY ST & WHYTE AVE,Casualty,PORT COQUITLAM,2022,2,49.262039,-122.781913
MARPOLE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,2,49.261286,-122.782683
MARY HILL RD & WILSON AVE,Casualty,PORT COQUITLAM,2022,2,49.260877,-122.778541
MCALLISTER AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,2,49.262831,-122.781134
OXFORD ST & WESTMINSTER AVE,Casualty,PORT COQUITLAM,2022,2,49.265546,-122.767155
PITT RIVER RD & REEVE ST,Casualty,PORT COQUITLAM,2022,2,49.254625,-122.787589
PRAIRIE AVE & TORONTO ST,Casualty,PORT COQUITLAM,2022,2,49.271215,-122.753161
RIVERSIDE DR & RIVERWOOD GATE,Casualty,PORT COQUITLAM,2022,2,49.264029,-122.74227
SALISBURY AVE & SEFTON ST,Casualty,PORT COQUITLAM,2022,2,49.272399,-122.757613
CHRISTMAS WAY & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,3,49.271863,-122.790555
COAST MERIDIAN OVERPASS & LOUGHEED HWY,Casualty,PORT COQUITLAM,2022,3,49.259073,-122.756527
COAST MERIDIAN RD & KINGSWAY AVE,Casualty,PORT COQUITLAM,2022,3,49.250047,-122.755963
CRABBE AVE & KITCHENER AVE & WESTWOOD ST & WOODLAND DR,Casualty,PORT COQUITLAM,2022,3,49.275268,-122.790487
EASTERN DR & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,3,49.235637,-122.792125
GORDON AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,3,49.269908,-122.790609
HAWKINS ST & SHERLING AVE & VILLAGE DR,Casualty,PORT COQUITLAM,2022,3,49.253617,-122.738403
KINGSWAY AVE & MAPLE ST,Casualty,PORT COQUITLAM,2022,3,49.264988,-122.781072
LINCOLN AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,3,49.27848,-122.773157
MARY HILL RD & PITT RIVER RD,Casualty,PORT COQUITLAM,2022,3,49.254054,-122.778535
PRAIRIE AVE & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,3,49.271224,-122.775291
PRAIRIE AVE & WELLINGTON ST,Casualty,PORT COQUITLAM,2022,3,49.271164,-122.761659
BEAUMARIS CLOSE & COAST MERIDIAN RD & COQUITLAM AVE,Casualty,PORT COQUITLAM,2022,4,49.26743,-122.756119
COAST MERIDIAN OVERPASS & COAST MERIDIAN RD,Casualty,PORT COQUITLAM,2022,4,49.260304,-122.756034
COAST MERIDIAN RD & LINCOLN AVE & LINCOLN DR,Casualty,PORT COQUITLAM,2022,4,49.278459,-122.756138
DAVIES AVE & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,4,49.269533,-122.790596
LOUGHEED HWY & LOUGHEED MERIDIAN RD & TURNING LANE,Casualty,PORT COQUITLAM,2022,4,49.261016,-122.760465
LOUGHEED HWY & MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP,Casualty,PORT COQUITLAM,2022,4,49.250416,-122.735771
NICOLA AVE & OTTAWA ST & MALL ACCESS,Casualty,PORT COQUITLAM,2022,4,49.257692,-122.746596
COAST MERIDIAN RD & PRAIRIE AVE,Casualty,PORT COQUITLAM,2022,5,49.271192,-122.756124
DIXON ST & KINGSWAY AVE,Casualty,PORT COQUITLAM,2022,5,49.265707,-122.786801
COAST MERIDIAN RD & RIVERWOOD GATE & ROBERTSON AVE,Casualty,PORT COQUITLAM,2022,6,49.262726,-122.756072
OXFORD ST & PRAIRIE AVE,Casualty,PORT COQUITLAM,2022,6,49.271171,-122.767175
SHAUGHNESSY ST & WILSON AVE,Casualty,PORT COQUITLAM,2022,6,49.260879,-122.782688
COAST MERIDIAN RD & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2022,7,49.24374,-122.756068
DEWDNEY TRUNK RD & WESTWOOD ST,Casualty,PORT COQUITLAM,2022,7,49.268044,-122.790638
DOMINION AVE & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2022,7,49.258205,-122.75309
KINGSWAY AVE & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,7,49.265127,-122.79073
PITT RIVER RD & SHAUGHNESSY ST,Casualty,PORT COQUITLAM,2022,8,49.254583,-122.782641
BROADWAY ST & COAST MERIDIAN OVERPASS & KINGSWAY AVE & TURNING LANE,Casualty,PORT COQUITLAM,2022,11,49.252845,-122.762324
KINGSWAY AVE & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2022,12,49.246496,-122.748006
KINGSWAY AVE & MCLEAN AVE & TURNING LANE,Casualty,PORT COQUITLAM,2022,13,49.253573,-122.764023
HASTINGS ST & LOUGHEED HWY & TURNING LANE,Casualty,PORT COQUITLAM,2022,14,49.270082,-122.782324
LOUGHEED HWY & SHERLING AVE & TURNING LANE & UNNAMED,Casualty,PORT COQUITLAM,2022,16,49.253039,-122.741938
LOUGHEED HWY & OTTAWA ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,21,49.255475,-122.747715
LOUGHEED HWY & OXFORD CONN & OXFORD ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,23,49.263719,-122.767413
COAST MERIDIAN CONN & COAST MERIDIAN OVERPASS & COAST MERIDIAN RD & LOUGHEED HWY & LOUGHEED MERIDIAN RD & ACCESS ROAD & INDUSTRIAL ACCESS ROAD & MALL ACCESS & TURNING LANE,Casualty,PORT COQUITLAM,2022,28,49.259848,-122.756931
LOUGHEED HWY & WESTWOOD ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,29,49.27352,-122.790547
LOUGHEED HWY & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,40,49.267482,-122.77645
MARY HILL BYPASS & PITT RIVER RD & TURNING LANE,Casualty,PORT COQUITLAM,2022,41,49.234608,-122.769488
ARGUE ST & MARY HILL BYPASS & SHAUGHNESSY ST & TURNING LANE,Casualty,PORT COQUITLAM,2022,43,49.227198,-122.795647
BROADWAY ST & MARY HILL BYPASS & TURNING LANE,Casualty,PORT COQUITLAM,2022,80,49.240773,-122.761896
COAST MERIDIAN OVERPASS,Casualty,PORT COQUITLAM,2018,1,49.25297,-122.762155
PITT RIVER BRIDGE,Casualty,PORT COQUITLAM,2018,13,49.249006,-122.732037
COQUITLAM RIVER BRIDGE,Casualty,PORT COQUITLAM,2019,1,49.269038,-122.780043
PITT RIVER BRIDGE,Casualty,PORT COQUITLAM,2019,22,49.249006,-122.732037
COQUITLAM RIVER BRIDGE,Casualty,PORT COQUITLAM,2020,1,49.269038,-122.780043
PITT RIVER BRIDGE,Casualty,PORT COQUITLAM,2020,7,49.249006,-122.732037
PITT RIVER BRIDGE,Casualty,PORT COQUITLAM,2021,13,49.249006,-122.732037
COAST MERIDIAN OVERPASS,Casualty,PORT COQUITLAM,2022,1,49.25297,-122.762155
PITT RIVER BRIDGE,Casualty,PORT COQUITLAM,2022,15,49.249006,-122.732037
JANE ST,Casualty,PORT COQUITLAM,2018,1,49.264823,-122.787373
LAURIER AVE,Casualty,PORT COQUITLAM,2018,1,49.274847,-122.722589
LINCOLN DR,Casualty,PORT COQUITLAM,2018,1,49.278753,-122.752142
OTTAWA ST,Casualty,PORT COQUITLAM,2018,1,49.256332,-122.746975
OXFORD ST,Casualty,PORT COQUITLAM,2018,1,49.286821,-122.766813
RIVERWOOD GATE,Casualty,PORT COQUITLAM,2018,1,49.263684,-122.748705
SEFTON ST,Casualty,PORT COQUITLAM,2018,1,49.279166,-122.757531
WOODLAND DR,Casualty,PORT COQUITLAM,2018,1,49.275959,-122.789641
BROWN ST,Casualty,PORT COQUITLAM,2019,1,49.252749,-122.76677
CORNWALL ST,Casualty,PORT COQUITLAM,2019,1,49.271462,-122.741406
KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,1,49.256093,-122.770122
KINGSWAY AVE,Casualty,PORT COQUITLAM,2019,1,49.265884,-122.785923
PARAPET TERRACE,Casualty,PORT COQUITLAM,2019,1,49.235115,-122.775199
PRAIRIE AVE,Casualty,PORT COQUITLAM,2019,1,49.271204,-122.753848
RIVERWOOD GATE,Casualty,PORT COQUITLAM,2019,1,49.263684,-122.748705
ARGUE ST,Casualty,PORT COQUITLAM,2020,1,49.228056,-122.779629
KINGSWAY AVE,Casualty,PORT COQUITLAM,2021,1,49.256093,-122.770122
MCALLISTER AVE,Casualty,PORT COQUITLAM,2021,1,49.261878,-122.778908
PITT RIVER RD,Casualty,PORT COQUITLAM,2022,1,49.251519,-122.795423
SALISBURY AVE,Casualty,PORT COQUITLAM,2022,1,49.27246,-122.774184
SHAFTSBURY PL,Casualty,PORT COQUITLAM,2022,1,49.271208,-122.782629
OTTAWA ST,Casualty,PORT COQUITLAM,2022,2,49.257278,-122.746598
AMAZON DR & RIVERSIDE DR & RIVERWOOD GATE,PDO,PORT COQUITLAM,2018,1,49.263403,-122.750394
BEDFORD ST & KINGSWAY AVE,PDO,PORT COQUITLAM,2018,1,49.265067,-122.789985
BIRCHLAND AVE & ROSEWOOD ST,PDO,PORT COQUITLAM,2018,1,49.265603,-122.754808
BROADWAY ST & INDUSTRIAL AVE,PDO,PORT COQUITLAM,2018,1,49.245603,-122.762329
BROADWAY ST & LANGAN AVE,PDO,PORT COQUITLAM,2018,1,49.250166,-122.762342
BROADWAY ST & MORGAN AVE,PDO,PORT COQUITLAM,2018,1,49.249156,-122.76234
BURKE MOUNTAIN ST & VICTORIA DR,PDO,PORT COQUITLAM,2018,1,49.285735,-122.744904
