Location,Casualty,PDO,Total,Municipality,2018,2019,2020,2021,2022,PDOFrac,CasualtyFrac,TotalFrac,Treatment,Redlight
DAVID AVE & JOHNSON ST & TURNING LANE,9.0,20.0,29.0,COQUITLAM,0,0,0,0,1,0.0001336014268632389,0.00025571814178150304,0.00015684662563414715,0,0
DAVID AVE & JOHNSON ST & TURNING LANE,15.0,30.0,45.0,COQUITLAM,0,0,0,1,0,0.0002296017939553501,0.0004153283863107764,0.0002698213782476001,0,0
DAVID AVE & JOHNSON ST & TURNING LANE,13.0,17.0,30.0,COQUITLAM,0,0,1,0,0,0.000155960441092824,0.0004232321916916265,0.00021471821812508052,0,0
DAVID AVE & PINETREE WAY & TURNING LANE,21.0,20.0,41.0,COQUITLAM,0,1,0,0,0,0.0001328471129001189,0.00045704833830282715,0.00020865564693428875,0,0
DAVID AVE & PINETREE WAY & TURNING LANE,9.0,10.0,19.0,COQUITLAM,0,0,1,0,0,9.174143593695529e-05,0.0002930069019403568,0.000135988204812551,0,0
DAVID AVE & PINETREE WAY & TURNING LANE,7.0,23.0,30.0,COQUITLAM,0,0,0,0,1,0.00015364164089272473,0.00019889188805228015,0.0001622551299663591,0,0
DAVID AVE & PINETREE WAY & TURNING LANE,11.0,13.0,24.0,COQUITLAM,0,0,0,1,0,9.949411071398505e-05,0.00030457414996123603,0.00014390473506538672,0,0
DAVID AVE & PINETREE WAY & TURNING LANE,15.0,22.0,37.0,COQUITLAM,1,0,0,0,0,0.00013843007708038384,0.0003122268015486449,0.0001787724613102572,0,0
DAVID AVE & PIPELINE RD & TURNING LANE,17.0,22.0,39.0,COQUITLAM,1,0,0,0,0,0.00013843007708038384,0.00035385704175513094,0.00018843583759729811,0,0
DAVID AVE & PIPELINE RD & TURNING LANE,12.0,10.0,22.0,COQUITLAM,0,0,1,0,0,9.174143593695529e-05,0.00039067586925380907,0.00015746002662505904,0,0
DAVID AVE & PIPELINE RD & TURNING LANE,13.0,20.0,33.0,COQUITLAM,0,0,0,1,0,0.00015306786263690007,0.0003599512681360062,0.00019786901071490673,0,0
DAVID AVE & PIPELINE RD & TURNING LANE,13.0,25.0,38.0,COQUITLAM,0,0,0,0,1,0.00016700178357904863,0.00036937064923994885,0.00020552316462405486,0,0
DAVID AVE & PIPELINE RD & TURNING LANE,29.0,15.0,44.0,COQUITLAM,0,1,0,0,0,9.963533467508917e-05,0.0006311619909896185,0.00022392313329533425,0,0
DAVID AVE & SHAUGHNESSY ST,1.0,2.0,3.0,COQUITLAM,0,0,0,1,0,1.5306786263690005e-05,2.768855908738509e-05,1.798809188317334e-05,0,0
DAVID AVE & SHAUGHNESSY ST,2.0,7.0,9.0,COQUITLAM,0,0,0,0,1,4.676049940213361e-05,5.68262537292229e-05,4.867653898990773e-05,0,0
DAVID AVE & SHAUGHNESSY ST,5.0,8.0,13.0,COQUITLAM,0,1,0,0,0,5.3138845160047556e-05,0.00010882103292924457,6.615910756453058e-05,0,0
DAVID AVE & SHAUGHNESSY ST,8.0,6.0,14.0,COQUITLAM,1,0,0,0,0,3.7753657385559226e-05,0.00016652096082594398,6.764363400928651e-05,0,0
DAVID AVE & SHAUGHNESSY ST,3.0,5.0,8.0,COQUITLAM,0,0,1,0,0,4.5870717968477645e-05,9.766896731345227e-05,5.7258191500021474e-05,0,0
DAVIE ST & DENMAN ST,5.0,15.0,20.0,VANCOUVER,1,0,0,0,0,9.438414346389807e-05,0.00010407560051621498,9.66337628704093e-05,0,0
DAVIE ST & DENMAN ST,3.0,11.0,14.0,VANCOUVER,0,1,0,0,0,7.306591209506539e-05,6.529261975754674e-05,7.124826968487908e-05,0,0
DAVIE ST & DENMAN ST,4.0,11.0,15.0,VANCOUVER,0,0,0,1,0,8.418732445029504e-05,0.00011075423634954037,8.99404594158667e-05,0,0
DAVIE ST & DENMAN ST,4.0,10.0,14.0,VANCOUVER,0,0,1,0,0,9.174143593695529e-05,0.0001302252897512697,0.00010020183512503758,0,0
DAVIE ST & DENMAN ST,4.0,22.0,26.0,VANCOUVER,0,0,0,0,1,0.0001469615695495628,0.0001136525074584458,0.00014062111263751122,0,0
DAVIE ST & GRANVILLE ST,3.0,10.0,13.0,VANCOUVER,0,0,1,0,0,9.174143593695529e-05,9.766896731345227e-05,9.304456118753489e-05,0,0
DAVIE ST & GRANVILLE ST,12.0,13.0,25.0,VANCOUVER,0,0,0,1,0,9.949411071398505e-05,0.0003322627090486211,0.00014990076569311117,0,0
DAVIE ST & GRANVILLE ST,17.0,22.0,39.0,VANCOUVER,1,0,0,0,0,0.00013843007708038384,0.00035385704175513094,0.00018843583759729811,0,0
DAVIE ST & GRANVILLE ST,14.0,20.0,34.0,VANCOUVER,0,1,0,0,0,0.0001328471129001189,0.0003046988922018848,0.0001730315120918492,0,0
DAVIE ST & GRANVILLE ST,9.0,16.0,25.0,VANCOUVER,0,0,0,0,1,0.00010688114149059112,0.00025571814178150304,0.00013521260830529926,0,0
DAVIE ST & HOMER ST,1.0,6.0,7.0,VANCOUVER,1,0,0,0,0,3.7753657385559226e-05,2.0815120103242997e-05,3.3821817004643254e-05,0,0
DAVIE ST & HOMER ST,6.0,12.0,18.0,VANCOUVER,0,1,0,0,0,7.970826774007134e-05,0.00013058523951509348,9.16049181662731e-05,0,0
DAVIE ST & HOMER ST,1.0,7.0,8.0,VANCOUVER,0,0,0,1,0,5.357375192291502e-05,2.768855908738509e-05,4.796824502179557e-05,0,0
DAVIE ST & HOMER ST,2.0,5.0,7.0,VANCOUVER,0,0,0,0,1,3.340035671580973e-05,5.68262537292229e-05,3.785953032548379e-05,0,0
DAVIE ST & HOMER ST,0.0,5.0,5.0,VANCOUVER,0,0,1,0,0,4.5870717968477645e-05,0.0,3.578636968751342e-05,0,0
DAVIE ST & HORNBY ST,9.0,7.0,16.0,VANCOUVER,1,0,0,0,0,4.4045933616485766e-05,0.00018733608092918696,7.730701029632744e-05,0,0
DAVIE ST & HORNBY ST,4.0,13.0,17.0,VANCOUVER,0,0,0,0,1,8.684092746110529e-05,0.0001136525074584458,9.194457364760349e-05,0,0
DAVIE ST & HORNBY ST,5.0,23.0,28.0,VANCOUVER,0,1,0,0,0,0.00015277417983513674,0.00010882103292924457,0.00014249653936975815,0,0
DAVIE ST & HORNBY ST,5.0,12.0,17.0,VANCOUVER,0,0,1,0,0,0.00011008972312434634,0.00016278161218908713,0.00012167365693754563,0,0
DAVIE ST & HORNBY ST,9.0,13.0,22.0,VANCOUVER,0,0,0,1,0,9.949411071398505e-05,0.0002491970317864658,0.0001319126738099378,0,0
DAVIE ST & HOWE ST,11.0,21.0,32.0,VANCOUVER,0,1,0,0,0,0.00013948946854512484,0.00023940627244433804,0.0001628531878511522,0,0
DAVIE ST & HOWE ST,12.0,27.0,39.0,VANCOUVER,0,0,0,0,1,0.0001803619262653725,0.0003409575223753374,0.00021093166895626682,0,0
DAVIE ST & HOWE ST,13.0,16.0,29.0,VANCOUVER,0,0,1,0,0,0.00014678629749912845,0.0004232321916916265,0.00020756094418757784,0,0
DAVIE ST & HOWE ST,10.0,22.0,32.0,VANCOUVER,0,0,0,1,0,0.00016837464890059008,0.0002768855908738509,0.00019187298008718228,0,0
DAVIE ST & HOWE ST,16.0,34.0,50.0,VANCOUVER,1,0,0,0,0,0.0002139373918515023,0.00033304192165188796,0.00024158440717602324,0,0
DAVIE ST & JERVIS ST,1.0,7.0,8.0,VANCOUVER,1,0,0,0,0,4.4045933616485766e-05,2.0815120103242997e-05,3.865350514816372e-05,0,0
DAVIE ST & JERVIS ST,4.0,4.0,8.0,VANCOUVER,0,0,1,0,0,3.6696574374782114e-05,0.0001302252897512697,5.7258191500021474e-05,0,0
DAVIE ST & JERVIS ST,3.0,4.0,7.0,VANCOUVER,0,0,0,1,0,3.061357252738001e-05,8.306567726215527e-05,4.1972214394071124e-05,0,0
DAVIE ST & JERVIS ST,0.0,0.0,0.0,VANCOUVER,0,0,0,0,1,0.0,0.0,0.0,0,0
DAVIE ST & JERVIS ST,4.0,6.0,10.0,VANCOUVER,0,1,0,0,0,3.985413387003567e-05,8.705682634339565e-05,5.089162120348506e-05,0,0
DAVIE ST & MAINLAND ST,0.0,7.0,7.0,VANCOUVER,0,0,1,0,0,6.42190051558687e-05,0.0,5.010091756251879e-05,0,0
DAVIE ST & MAINLAND ST,1.0,6.0,7.0,VANCOUVER,0,0,0,0,1,4.008042805897167e-05,2.841312686461145e-05,3.785953032548379e-05,0,0
DAVIE ST & MAINLAND ST,2.0,8.0,10.0,VANCOUVER,0,1,0,0,0,5.3138845160047556e-05,4.3528413171697824e-05,5.089162120348506e-05,0,0
DAVIE ST & MAINLAND ST,2.0,5.0,7.0,VANCOUVER,0,0,0,1,0,3.8266965659225017e-05,5.537711817477018e-05,4.1972214394071124e-05,0,0
DAVIE ST & MAINLAND ST,1.0,5.0,6.0,VANCOUVER,1,0,0,0,0,3.1461381154632686e-05,2.0815120103242997e-05,2.8990128861122787e-05,0,0
DAVIE ST & PACIFIC BLVD,15.0,24.0,39.0,VANCOUVER,1,0,0,0,0,0.0001510146295422369,0.0003122268015486449,0.00018843583759729811,0,0
DAVIE ST & PACIFIC BLVD,6.0,15.0,21.0,VANCOUVER,0,0,0,0,1,0.00010020107014742918,0.0001704787611876687,0.00011357859097645137,0,0
DAVIE ST & PACIFIC BLVD,11.0,16.0,27.0,VANCOUVER,0,0,0,1,0,0.00012245429010952004,0.00030457414996123603,0.00016189282694856004,0,0
DAVIE ST & PACIFIC BLVD,13.0,13.0,26.0,VANCOUVER,0,1,0,0,0,8.635062338507728e-05,0.0002829346856160359,0.00013231821512906116,0,0
DAVIE ST & PACIFIC BLVD,9.0,17.0,26.0,VANCOUVER,0,0,1,0,0,0.000155960441092824,0.0002930069019403568,0.00018608912237506978,0,0
DAVIE ST & RICHARDS ST,4.0,8.0,12.0,VANCOUVER,1,0,0,0,0,5.03382098474123e-05,8.326048041297199e-05,5.7980257722245574e-05,0,0
DAVIE ST & RICHARDS ST,3.0,7.0,10.0,VANCOUVER,0,0,1,0,0,6.42190051558687e-05,9.766896731345227e-05,7.157273937502685e-05,0,0
DAVIE ST & RICHARDS ST,5.0,9.0,14.0,VANCOUVER,0,1,0,0,0,5.97812008050535e-05,0.00010882103292924457,7.124826968487908e-05,0,0
DAVIE ST & RICHARDS ST,2.0,6.0,8.0,VANCOUVER,0,0,0,1,0,4.592035879107002e-05,5.537711817477018e-05,4.796824502179557e-05,0,0
DAVIE ST & RICHARDS ST,2.0,8.0,10.0,VANCOUVER,0,0,0,0,1,5.344057074529556e-05,5.68262537292229e-05,5.4085043322119703e-05,0,0
DAVIE ST & SEYMOUR ST,7.0,15.0,22.0,VANCOUVER,0,0,0,0,1,0.00010020107014742918,0.00019889188805228015,0.00011898709530866334,0,0
DAVIE ST & SEYMOUR ST,1.0,13.0,14.0,VANCOUVER,0,0,1,0,0,0.00011926386671804187,3.2556322437817424e-05,0.00010020183512503758,0,0
DAVIE ST & SEYMOUR ST,4.0,18.0,22.0,VANCOUVER,0,0,0,1,0,0.00013776107637321005,0.00011075423634954037,0.0001319126738099378,0,0
DAVIE ST & SEYMOUR ST,11.0,8.0,19.0,VANCOUVER,1,0,0,0,0,5.03382098474123e-05,0.00022896632113567295,9.180207472688883e-05,0,0
DAVIE ST & SEYMOUR ST,11.0,17.0,28.0,VANCOUVER,0,1,0,0,0,0.00011292004596510107,0.00023940627244433804,0.00014249653936975815,0,0
DAVIE ST & THURLOW ST,12.0,28.0,40.0,VANCOUVER,1,0,0,0,0,0.00017618373446594306,0.00024978144123891593,0.0001932675257408186,0,0
DAVIE ST & THURLOW ST,9.0,21.0,30.0,VANCOUVER,0,1,0,0,0,0.00013948946854512484,0.00019587785927264022,0.00015267486361045517,0,0
DAVIE ST & THURLOW ST,12.0,15.0,27.0,VANCOUVER,0,0,1,0,0,0.00013761215390543292,0.00039067586925380907,0.00019324639631257247,0,0
DAVIE ST & THURLOW ST,10.0,21.0,31.0,VANCOUVER,0,0,0,0,1,0.00014028149820640085,0.0002841312686461145,0.00016766363429857108,0,0
DAVIE ST & THURLOW ST,5.0,15.0,20.0,VANCOUVER,0,0,0,1,0,0.00011480089697767505,0.00013844279543692546,0.00011992061255448893,0,0
DAVIES AVE & WESTWOOD ST,6.0,7.0,13.0,COQUITLAM,0,0,0,1,0,5.357375192291502e-05,0.00016613135452431054,7.794839816041781e-05,0,0
DAVIES AVE & WESTWOOD ST,11.0,5.0,16.0,COQUITLAM,0,1,0,0,0,3.3211778225029724e-05,0.00023940627244433804,8.14265939255761e-05,0,0
DAVIES AVE & WESTWOOD ST,4.0,5.0,9.0,COQUITLAM,1,0,0,0,0,3.1461381154632686e-05,8.326048041297199e-05,4.348519329168418e-05,0,0
DAVIES AVE & WESTWOOD ST,4.0,6.0,10.0,COQUITLAM,0,0,0,0,1,4.008042805897167e-05,0.0001136525074584458,5.4085043322119703e-05,0,0
DAVIES AVE & WESTWOOD ST,4.0,7.0,11.0,COQUITLAM,0,0,1,0,0,6.42190051558687e-05,0.0001302252897512697,7.873001331252952e-05,0,0
DAWSON ST & GILMORE AVE & HENNING DR,10.0,15.0,25.0,BURNABY,0,0,0,1,0,0.00011480089697767505,0.0002768855908738509,0.00014990076569311117,0,0
DAWSON ST & GILMORE AVE & HENNING DR,7.0,8.0,15.0,BURNABY,0,0,1,0,0,7.339314874956423e-05,0.00022789425706472196,0.00010735910906254026,0,0
DAWSON ST & GILMORE AVE & HENNING DR,18.0,18.0,36.0,BURNABY,1,0,0,0,0,0.00011326097215667768,0.0003746721618583739,0.00017394077316673672,0,0
DAWSON ST & GILMORE AVE & HENNING DR,12.0,16.0,28.0,BURNABY,0,0,0,0,1,0.00010688114149059112,0.0003409575223753374,0.00015143812130193515,0,0
DAWSON ST & GILMORE AVE & HENNING DR,12.0,12.0,24.0,BURNABY,0,1,0,0,0,7.970826774007134e-05,0.00026117047903018696,0.00012213989088836414,0,0
DAWSON ST & MADISON AVE,0.0,2.0,2.0,BURNABY,1,0,0,0,0,1.2584552461853075e-05,0.0,9.66337628704093e-06,0,0
DAWSON ST & MADISON AVE,4.0,3.0,7.0,BURNABY,0,1,0,0,0,1.9927066935017835e-05,8.705682634339565e-05,3.562413484243954e-05,0,0
DAWSON ST & MADISON AVE,2.0,8.0,10.0,BURNABY,0,0,0,1,0,6.122714505476002e-05,5.537711817477018e-05,5.996030627724447e-05,0,0
DAWSON ST & MADISON AVE,4.0,11.0,15.0,BURNABY,0,0,0,0,1,7.34807847747814e-05,0.0001136525074584458,8.112756498317956e-05,0,0
DAWSON ST & MADISON AVE,2.0,3.0,5.0,BURNABY,0,0,1,0,0,2.7522430781086585e-05,6.511264487563485e-05,3.578636968751342e-05,0,0
DAWSON ST & WILLINGDON AVE,15.0,13.0,28.0,BURNABY,0,0,0,1,0,9.949411071398505e-05,0.0004153283863107764,0.0001678888575762845,0,0
DAWSON ST & WILLINGDON AVE,13.0,24.0,37.0,BURNABY,1,0,0,0,0,0.0001510146295422369,0.00027059656134215896,0.0001787724613102572,0,0
DAWSON ST & WILLINGDON AVE,4.0,26.0,30.0,BURNABY,0,0,0,0,1,0.00017368185492221057,0.0001136525074584458,0.0001622551299663591,0,0
DAWSON ST & WILLINGDON AVE,10.0,15.0,25.0,BURNABY,0,0,1,0,0,0.00013761215390543292,0.00032556322437817426,0.0001789318484375671,0,0
DAWSON ST & WILLINGDON AVE,21.0,25.0,46.0,BURNABY,0,1,0,0,0,0.00016605889112514862,0.00045704833830282715,0.00023410145753603127,0,0
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,3.0,4.0,7.0,BURNABY,0,0,1,0,0,3.6696574374782114e-05,9.766896731345227e-05,5.010091756251879e-05,0,0
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,0.0,5.0,5.0,BURNABY,0,0,0,1,0,3.8266965659225017e-05,0.0,2.9980153138622234e-05,0,0
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,4.0,4.0,8.0,BURNABY,0,0,0,0,1,2.672028537264778e-05,0.0001136525074584458,4.326803465769576e-05,0,0
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,4.0,6.0,10.0,BURNABY,1,0,0,0,0,3.7753657385559226e-05,8.326048041297199e-05,4.831688143520465e-05,0,0
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,1.0,7.0,8.0,BURNABY,0,1,0,0,0,4.649648951504162e-05,2.1764206585848912e-05,4.071329696278805e-05,0,0
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,19.0,18.0,37.0,BURNABY,0,0,1,0,0,0.00016513458468651952,0.0006185701263185311,0.0002648191356875993,1,1
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,15.0,25.0,40.0,BURNABY,0,0,0,1,0,0.00019133482829612508,0.0004153283863107764,0.00023984122510897787,1,1
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,26.0,50.0,76.0,BURNABY,1,0,0,0,0,0.0003146138115463269,0.0005411931226843179,0.00036720829890755534,1,1
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,22.0,30.0,52.0,BURNABY,0,0,0,0,1,0.00020040214029485836,0.0006250887910214519,0.00028124222527502245,1,1
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,29.0,40.0,69.0,BURNABY,0,1,0,0,0,0.0002656942258002378,0.0006311619909896185,0.0003511521863040469,1,1
DEER LAKE PKY & ROYAL OAK AVE,0.0,0.0,0.0,BURNABY,0,0,0,0,1,0.0,0.0,0.0,0,0
DEER LAKE PKY & ROYAL OAK AVE,14.0,25.0,39.0,BURNABY,1,0,0,0,0,0.00015730690577316344,0.00029141168144540194,0.00018843583759729811,0,0
DEER LAKE PKY & ROYAL OAK AVE,0.0,0.0,0.0,BURNABY,0,0,0,1,0,0.0,0.0,0.0,0,0
DEER LAKE PKY & ROYAL OAK AVE,6.0,11.0,17.0,BURNABY,0,0,1,0,0,0.00010091557953065081,0.00019533793462690453,0.00012167365693754563,0,0
DEER LAKE PKY & ROYAL OAK AVE,28.0,17.0,45.0,BURNABY,0,1,0,0,0,0.00011292004596510107,0.0006093977844037696,0.00022901229541568276,0,0
DEER LAKE PKY & ROYAL OAK AVE & TURNING LANE,12.0,19.0,31.0,BURNABY,0,0,0,0,1,0.00012692135552007695,0.0003409575223753374,0.00016766363429857108,0,0
DEER LAKE PKY & ROYAL OAK AVE & TURNING LANE,13.0,24.0,37.0,BURNABY,0,0,0,1,0,0.0001836814351642801,0.0003599512681360062,0.0002218531332258045,0,0
DEER LAKE PKY & ROYAL OAK AVE & TURNING LANE,2.0,0.0,2.0,BURNABY,1,0,0,0,0,0.0,4.1630240206485995e-05,9.66337628704093e-06,0,0
DEER LAKE PKY & ROYAL OAK AVE & TURNING LANE,1.0,0.0,1.0,BURNABY,0,1,0,0,0,0.0,2.1764206585848912e-05,5.089162120348506e-06,0,0
DEER LAKE PKY & ROYAL OAK AVE & TURNING LANE,9.0,11.0,20.0,BURNABY,0,0,1,0,0,0.00010091557953065081,0.0002930069019403568,0.0001431454787500537,0,0
DEER LAKE PKY & WAYBURNE DR,1.0,4.0,5.0,BURNABY,0,0,0,1,0,3.061357252738001e-05,2.768855908738509e-05,2.9980153138622234e-05,0,0
DEER LAKE PKY & WAYBURNE DR,4.0,6.0,10.0,BURNABY,0,0,0,0,1,4.008042805897167e-05,0.0001136525074584458,5.4085043322119703e-05,0,0
DEER LAKE PKY & WAYBURNE DR,5.0,9.0,14.0,BURNABY,0,1,0,0,0,5.97812008050535e-05,0.00010882103292924457,7.124826968487908e-05,0,0
DEER LAKE PKY & WAYBURNE DR,3.0,2.0,5.0,BURNABY,0,0,1,0,0,1.8348287187391057e-05,9.766896731345227e-05,3.578636968751342e-05,0,0
DEER LAKE PKY & WAYBURNE DR,6.0,5.0,11.0,BURNABY,1,0,0,0,0,3.1461381154632686e-05,0.00012489072061945796,5.3148569578725114e-05,0,0
DELAIR RD & EAST DELAIR RD & SUMAS WAY & TURNING LANE,13.0,15.0,28.0,ABBOTSFORD,0,0,0,0,1,0.00010020107014742918,0.00036937064923994885,0.00015143812130193515,0,0
DELAIR RD & EAST DELAIR RD & SUMAS WAY & TURNING LANE,13.0,15.0,28.0,ABBOTSFORD,0,1,0,0,0,9.963533467508917e-05,0.0002829346856160359,0.00014249653936975815,0,0
DELAIR RD & EAST DELAIR RD & SUMAS WAY & TURNING LANE,15.0,13.0,28.0,ABBOTSFORD,0,0,0,1,0,9.949411071398505e-05,0.0004153283863107764,0.0001678888575762845,0,0
DELAIR RD & EAST DELAIR RD & SUMAS WAY & TURNING LANE,12.0,10.0,22.0,ABBOTSFORD,0,0,1,0,0,9.174143593695529e-05,0.00039067586925380907,0.00015746002662505904,0,0
DELAIR RD & EAST DELAIR RD & SUMAS WAY & TURNING LANE,12.0,15.0,27.0,ABBOTSFORD,1,0,0,0,0,9.438414346389807e-05,0.00024978144123891593,0.00013045557987505254,0,0
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,4.0,11.0,15.0,NORTH VANCOUVER,1,0,0,0,0,6.921503854019192e-05,8.326048041297199e-05,7.247532215280697e-05,0,0
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,4.0,8.0,12.0,NORTH VANCOUVER,0,0,0,1,0,6.122714505476002e-05,0.00011075423634954037,7.195236753269336e-05,0,0
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,6.0,8.0,14.0,NORTH VANCOUVER,0,1,0,0,0,5.3138845160047556e-05,0.00013058523951509348,7.124826968487908e-05,0,0
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,2.0,5.0,7.0,NORTH VANCOUVER,0,0,0,0,1,3.340035671580973e-05,5.68262537292229e-05,3.785953032548379e-05,0,0
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,1.0,8.0,9.0,NORTH VANCOUVER,0,0,1,0,0,7.339314874956423e-05,3.2556322437817424e-05,6.441546543752416e-05,0,0
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,3.0,8.0,11.0,BURNABY,0,0,1,0,0,7.339314874956423e-05,9.766896731345227e-05,7.873001331252952e-05,0,0
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,9.0,12.0,21.0,BURNABY,0,0,0,0,1,8.016085611794333e-05,0.00025571814178150304,0.00011357859097645137,0,0
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,14.0,12.0,26.0,BURNABY,0,1,0,0,0,7.970826774007134e-05,0.0003046988922018848,0.00013231821512906116,0,0
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,14.0,10.0,24.0,BURNABY,0,0,0,1,0,7.653393131845003e-05,0.0003876398272233913,0.00014390473506538672,0,0
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,11.0,9.0,20.0,BURNABY,1,0,0,0,0,5.663048607833884e-05,0.00022896632113567295,9.66337628704093e-05,0,0
DENMAN ST & HARO ST,6.0,5.0,11.0,VANCOUVER,0,0,1,0,0,4.5870717968477645e-05,0.00019533793462690453,7.873001331252952e-05,0,0
DENMAN ST & HARO ST,3.0,6.0,9.0,VANCOUVER,1,0,0,0,0,3.7753657385559226e-05,6.244536030972898e-05,4.348519329168418e-05,0,0
DENMAN ST & HARO ST,2.0,3.0,5.0,VANCOUVER,0,0,0,0,1,2.0040214029485833e-05,5.68262537292229e-05,2.7042521661059852e-05,0,0
DENMAN ST & HARO ST,2.0,1.0,3.0,VANCOUVER,0,0,0,1,0,7.653393131845003e-06,5.537711817477018e-05,1.798809188317334e-05,0,0
DENMAN ST & HARO ST,7.0,6.0,13.0,VANCOUVER,0,1,0,0,0,3.985413387003567e-05,0.0001523494461009424,6.615910756453058e-05,0,0
DENMAN ST & NELSON ST,3.0,10.0,13.0,VANCOUVER,0,1,0,0,0,6.642355645005945e-05,6.529261975754674e-05,6.615910756453058e-05,0,0
DENMAN ST & NELSON ST,1.0,10.0,11.0,VANCOUVER,0,0,0,1,0,7.653393131845003e-05,2.768855908738509e-05,6.59563369049689e-05,0,0
DENMAN ST & NELSON ST,0.0,6.0,6.0,VANCOUVER,0,0,0,0,1,4.008042805897167e-05,0.0,3.2451025993271823e-05,0,0
DENMAN ST & NELSON ST,6.0,7.0,13.0,VANCOUVER,1,0,0,0,0,4.4045933616485766e-05,0.00012489072061945796,6.281194586576603e-05,0,0
DENMAN ST & NELSON ST,2.0,7.0,9.0,VANCOUVER,0,0,1,0,0,6.42190051558687e-05,6.511264487563485e-05,6.441546543752416e-05,0,0
DENMAN ST & PENDRELL ST,2.0,2.0,4.0,VANCOUVER,0,0,0,1,0,1.5306786263690005e-05,5.537711817477018e-05,2.3984122510897785e-05,0,0
DENMAN ST & PENDRELL ST,0.0,6.0,6.0,VANCOUVER,0,1,0,0,0,3.985413387003567e-05,0.0,3.0534972722091036e-05,0,0
DENMAN ST & PENDRELL ST,2.0,6.0,8.0,VANCOUVER,0,0,1,0,0,5.504486156217317e-05,6.511264487563485e-05,5.7258191500021474e-05,0,0
DENMAN ST & PENDRELL ST,4.0,4.0,8.0,VANCOUVER,1,0,0,0,0,2.516910492370615e-05,8.326048041297199e-05,3.865350514816372e-05,0,0
DENMAN ST & PENDRELL ST,2.0,3.0,5.0,VANCOUVER,0,0,0,0,1,2.0040214029485833e-05,5.68262537292229e-05,2.7042521661059852e-05,0,0
DENMAN ST & ROBSON ST,6.0,23.0,29.0,VANCOUVER,0,0,0,0,1,0.00015364164089272473,0.0001704787611876687,0.00015684662563414715,0,0
DENMAN ST & ROBSON ST,8.0,23.0,31.0,VANCOUVER,1,0,0,0,0,0.00014472235331131037,0.00016652096082594398,0.0001497823324491344,0,0
DENMAN ST & ROBSON ST,4.0,16.0,20.0,VANCOUVER,0,0,0,1,0,0.00012245429010952004,0.00011075423634954037,0.00011992061255448893,0,0
DENMAN ST & ROBSON ST,4.0,15.0,19.0,VANCOUVER,0,0,1,0,0,0.00013761215390543292,0.0001302252897512697,0.000135988204812551,0,0
DENMAN ST & ROBSON ST,11.0,19.0,30.0,VANCOUVER,0,1,0,0,0,0.00012620475725511296,0.00023940627244433804,0.00015267486361045517,0,0
DENMAN ST & W GEORGIA ST,25.0,76.0,101.0,VANCOUVER,1,0,0,0,0,0.00047821299355041685,0.0005203780025810749,0.0004880005024955669,0,1
DENMAN ST & W GEORGIA ST,25.0,46.0,71.0,VANCOUVER,0,0,0,1,0,0.00035205608406487014,0.0006922139771846273,0.0004257181745684357,0,1
DENMAN ST & W GEORGIA ST,25.0,35.0,60.0,VANCOUVER,0,0,1,0,0,0.0003210950257793435,0.0008139080609454356,0.00042943643625016105,0,1
DENMAN ST & W GEORGIA ST,16.0,53.0,69.0,VANCOUVER,0,0,0,0,1,0.00035404378118758306,0.0004546100298337832,0.00037318679892262593,0,1
DENMAN ST & W GEORGIA ST,38.0,71.0,109.0,VANCOUVER,0,1,0,0,0,0.0004716072507954221,0.0008270398502622587,0.0005547186711179871,0,1
DEWDNEY TRUNK RD & EDGE ST,4.0,2.0,6.0,MAPLE RIDGE,0,1,0,0,0,1.3284711290011889e-05,8.705682634339565e-05,3.0534972722091036e-05,0,0
DEWDNEY TRUNK RD & EDGE ST,2.0,5.0,7.0,MAPLE RIDGE,0,0,1,0,0,4.5870717968477645e-05,6.511264487563485e-05,5.010091756251879e-05,0,0
DEWDNEY TRUNK RD & EDGE ST,2.0,5.0,7.0,MAPLE RIDGE,0,0,0,1,0,3.8266965659225017e-05,5.537711817477018e-05,4.1972214394071124e-05,0,0
DEWDNEY TRUNK RD & EDGE ST,4.0,7.0,11.0,MAPLE RIDGE,0,0,0,0,1,4.676049940213361e-05,0.0001136525074584458,5.949354765433167e-05,0,0
