Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
206 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,2,49.218529,-122.651305
216 ST & RIVER RD,Casualty,MAPLE RIDGE,2019,2,49.214007,-122.622911
218 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,2,49.216978,-122.617947
221 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,2,49.216906,-122.610134
227 ST & BROWN AVE,Casualty,MAPLE RIDGE,2019,2,49.221381,-122.593995
232B ST & DEWDNEY TRUNK RD & HAWTHORNE ST,Casualty,MAPLE RIDGE,2019,2,49.220372,-122.576939
236 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,2,49.220362,-122.568178
238B ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,2,49.220355,-122.561232
250 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,2,49.220314,-122.529289
264 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,2,49.220182,-122.490589
BURNETT ST & HANEY BYPASS,Casualty,MAPLE RIDGE,2019,2,49.206871,-122.590193
DEWDNEY TRUNK RD & PLAZA ST,Casualty,MAPLE RIDGE,2019,2,49.220494,-122.605977
DEWDNEY TRUNK RD & ROSEWOOD ST,Casualty,MAPLE RIDGE,2019,2,49.21998,-122.641926
DEWDNEY TRUNK RD & WICKLOW WAY,Casualty,MAPLE RIDGE,2019,2,49.220544,-122.616446
DUNN AVE & WEST ST,Casualty,MAPLE RIDGE,2019,2,49.218145,-122.665164
HANEY BYPASS & NORTH AVE,Casualty,MAPLE RIDGE,2019,2,49.215843,-122.60683
HARRISON ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,2,49.210375,-122.5844
LOUGHEED HWY & SPILSBURY ST,Casualty,MAPLE RIDGE,2019,2,49.171826,-122.50028
RIVER BEND & RIVER RD,Casualty,MAPLE RIDGE,2019,2,49.214018,-122.611018
RIVER RD & STEEVES ST,Casualty,MAPLE RIDGE,2019,2,49.21212,-122.641027
113B AVE & STEWART CRES,Casualty,MAPLE RIDGE,2019,3,49.210539,-122.659427
118 AVE & 207 ST & CAMWOOD AVE,Casualty,MAPLE RIDGE,2019,3,49.21684,-122.64792
119 AVE & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,3,49.217832,-122.643177
128 AVE & LAITY ST,Casualty,MAPLE RIDGE,2019,3,49.23509,-122.631728
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,MAPLE RIDGE,2019,3,49.242284,-122.655845
132 AVE & 232 ST,Casualty,MAPLE RIDGE,2019,3,49.243176,-122.579788
202 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.221435,-122.660923
221 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.220512,-122.61028
223 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.22049,-122.604509
228 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2019,3,49.228542,-122.590318
232 ST & CHERRYWOOD DR,Casualty,MAPLE RIDGE,2019,3,49.221528,-122.579252
248 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.220272,-122.534702
252 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.220364,-122.523587
256 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.220462,-122.512522
COTTONWOOD DR & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,3,49.220327,-122.570941
DEWDNEY TRUNK RD & DOVER ST,Casualty,MAPLE RIDGE,2019,3,49.220531,-122.614036
JIM ROBSON WAY & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2019,3,49.192614,-122.572723
KINGSTON ST & STEWART CRES,Casualty,MAPLE RIDGE,2019,3,49.213996,-122.663541
MAPLE CRES & WESTFIELD AVE,Casualty,MAPLE RIDGE,2019,3,49.209985,-122.655922
113B AVE & 203 ST & HAMMOND RD & MAPLE CRES,Casualty,MAPLE RIDGE,2019,4,49.212069,-122.658672
116 AVE & 232 ST,Casualty,MAPLE RIDGE,2019,4,49.213063,-122.577871
210 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,4,49.217475,-122.638927
223 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,4,49.216888,-122.604541
224 ST & BROWN AVE,Casualty,MAPLE RIDGE,2019,4,49.221607,-122.601402
227 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2019,4,49.229206,-122.593826
230 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,4,49.220398,-122.58485
272 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,4,49.220009,-122.457784
CALLAGHAN AVE & HANEY BYPASS,Casualty,MAPLE RIDGE,2019,4,49.21333,-122.604057
DEWDNEY TRUNK RD & EDGE ST,Casualty,MAPLE RIDGE,2019,4,49.220418,-122.597837
104 AVE & 240 ST,Casualty,MAPLE RIDGE,2019,5,49.191355,-122.556841
119 AVE & 227 ST,Casualty,MAPLE RIDGE,2019,5,49.218944,-122.594054
124 AVE & 232 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2019,5,49.227619,-122.579171
132 AVE & NEAVES RD,Casualty,MAPLE RIDGE,2019,5,49.242305,-122.644689
207 ST & RIVER RD & RIVER RD W,Casualty,MAPLE RIDGE,2019,5,49.213335,-122.647995
210 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,5,49.220531,-122.639416
224 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2019,5,49.231341,-122.601174
272 ST & LOUGHEED HWY & ACCESS ROAD,Casualty,MAPLE RIDGE,2019,5,49.173079,-122.475686
287 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,5,49.1734,-122.42895
BURNETT ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,5,49.214789,-122.58874
DEWDNEY TRUNK RD & LAITY ST,Casualty,MAPLE RIDGE,2019,5,49.220558,-122.631841
HANEY BYPASS & RIVER RD,Casualty,MAPLE RIDGE,2019,5,49.211524,-122.601536
112 AVE & 240 ST & KANAKA WAY,Casualty,MAPLE RIDGE,2019,6,49.205828,-122.55667
116 AVE & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,6,49.212423,-122.586332
224 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,6,49.220463,-122.601689
225 ST & HANEY BYPASS,Casualty,MAPLE RIDGE,2019,6,49.210712,-122.599383
128 AVE & 209 ST & 210 ST & GOLDEN EARS WAY,Casualty,MAPLE RIDGE,2019,7,49.234974,-122.638909
200 ST & MAPLE MEADOWS WAY & MAPLE MEADOWS WAY OFFRAMP & TURNING LANE,Casualty,MAPLE RIDGE,2019,7,49.220396,-122.666544
240 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,7,49.220346,-122.557124
280 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,7,49.174071,-122.444206
LOUGHEED HWY & RIVER RD & TAMARACK LANE & TURNING LANE,Casualty,MAPLE RIDGE,2019,7,49.201042,-122.578643
128 AVE & 216 ST,Casualty,MAPLE RIDGE,2019,8,49.235089,-122.622504
224 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,9,49.216929,-122.601543
203 ST & GOLDEN EARS WAY,Casualty,MAPLE RIDGE,2019,10,49.23238,-122.656702
227 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,10,49.217049,-122.594116
LOUGHEED HWY & RIVER RD,Casualty,MAPLE RIDGE,2019,10,49.179571,-122.541872
228 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,12,49.220426,-122.590283
228 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,13,49.215969,-122.590379
240 ST & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2019,15,49.183312,-122.556831
LAITY ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,15,49.217099,-122.631897
203 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,16,49.221432,-122.656683
207 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,16,49.220516,-122.647839
222 ST & HANEY BYPASS & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,16,49.21689,-122.607056
227 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,16,49.220439,-122.594009
232 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,17,49.220363,-122.579239
216 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,18,49.217037,-122.622845
216 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2019,20,49.220566,-122.622749
207 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,26,49.218251,-122.647897
203 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2019,30,49.219239,-122.657635
232 ST & HANEY BYPASS & KANAKA WAY & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2019,35,49.203322,-122.579946
DEWDNEY TRUNK RD & LOUGHEED HWY & MAPLE MEADOWS WAY & WEST ST & TURNING LANE,Casualty,MAPLE RIDGE,2019,41,49.221211,-122.664242
100 AVE & 256 ST,Casualty,MAPLE RIDGE,2020,1,49.183959,-122.512708
102 AVE & 241A ST,Casualty,MAPLE RIDGE,2020,1,49.187475,-122.55246
102 AVE & 242B ST,Casualty,MAPLE RIDGE,2020,1,49.187457,-122.550108
106 AVE & TAMARACK LANE,Casualty,MAPLE RIDGE,2020,1,49.196154,-122.564903
112 AVE & 246 ST,Casualty,MAPLE RIDGE,2020,1,49.207175,-122.539107
112B AVE & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.207173,-122.582125
113A AVE & 240 ST,Casualty,MAPLE RIDGE,2020,1,49.208406,-122.556701
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY & GOLDEN EARS BRIDGE & GOLDEN EARS WAY,Casualty,MAPLE RIDGE,2020,1,49.208845,-122.668656
113B AVE & STEWART CRES,Casualty,MAPLE RIDGE,2020,1,49.210539,-122.659427
116 AVE & 225 ST,Casualty,MAPLE RIDGE,2020,1,49.212688,-122.598954
117 AVE & BURNETT ST,Casualty,MAPLE RIDGE,2020,1,49.21517,-122.588399
118 AVE & 232 ST,Casualty,MAPLE RIDGE,2020,1,49.216727,-122.579258
118 AVE & 239 ST,Casualty,MAPLE RIDGE,2020,1,49.216701,-122.558969
118 AVE & 240 ST,Casualty,MAPLE RIDGE,2020,1,49.216695,-122.556963
119 AVE & 203 ST,Casualty,MAPLE RIDGE,2020,1,49.220458,-122.657106
121 AVE & 216 ST,Casualty,MAPLE RIDGE,2020,1,49.222963,-122.622705
121 AVE & 224 ST,Casualty,MAPLE RIDGE,2020,1,49.222349,-122.601368
122 AVE & 222 ST,Casualty,MAPLE RIDGE,2020,1,49.224164,-122.606956
122 AVE & 224 ST,Casualty,MAPLE RIDGE,2020,1,49.224108,-122.601367
122 AVE & 232 ST,Casualty,MAPLE RIDGE,2020,1,49.223982,-122.579211
122 AVE & GREENWELL ST,Casualty,MAPLE RIDGE,2020,1,49.224791,-122.588976
123 AVE & SKILLEN ST,Casualty,MAPLE RIDGE,2020,1,49.22629,-122.643595
123B AVE & 203 ST & CHATWIN AVE,Casualty,MAPLE RIDGE,2020,1,49.227278,-122.656825
123B AVE & 231 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,1,49.227703,-122.582239
124 AVE & 219 ST,Casualty,MAPLE RIDGE,2020,1,49.227805,-122.614007
124 AVE & 227 ST,Casualty,MAPLE RIDGE,2020,1,49.227978,-122.593858
124 AVE & 240 ST,Casualty,MAPLE RIDGE,2020,1,49.227653,-122.556386
124 AVE & 256 ST,Casualty,MAPLE RIDGE,2020,1,49.227602,-122.512338
126 AVE & 216 ST,Casualty,MAPLE RIDGE,2020,1,49.231052,-122.622563
128 AVE & LAITY ST,Casualty,MAPLE RIDGE,2020,1,49.23509,-122.631728
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,MAPLE RIDGE,2020,1,49.242284,-122.655845
132 AVE & 233 ST,Casualty,MAPLE RIDGE,2020,1,49.241939,-122.575827
132 AVE & BALSAM ST,Casualty,MAPLE RIDGE,2020,1,49.241907,-122.573519
203 ST & STANTON AVE,Casualty,MAPLE RIDGE,2020,1,49.216176,-122.658592
203 ST & THORNE AVE,Casualty,MAPLE RIDGE,2020,1,49.214171,-122.658548
205 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.221332,-122.653015
205 ST & LORNE AVE & MAPLE CRES,Casualty,MAPLE RIDGE,2020,1,49.208644,-122.654343
206 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.218529,-122.651305
206 ST & MAPLE CRES,Casualty,MAPLE RIDGE,2020,1,49.206456,-122.651216
207 ST & GOLF LANE & WESTFIELD AVE,Casualty,MAPLE RIDGE,2020,1,49.210339,-122.648077
207 ST & MAPLE CRES,Casualty,MAPLE RIDGE,2020,1,49.206212,-122.648316
207 ST & THORNE AVE,Casualty,MAPLE RIDGE,2020,1,49.21485,-122.647943
207A ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220512,-122.646708
208 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220523,-122.644818
209 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220531,-122.641406
212 ST & CUTLER PL,Casualty,MAPLE RIDGE,2020,1,49.215941,-122.633502
214 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220577,-122.628133
216 ST & RIVER RD,Casualty,MAPLE RIDGE,2020,1,49.214007,-122.622911
218 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.216978,-122.617947
220 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220526,-122.612764
220 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.216942,-122.612692
221 ST & SELKIRK AVE,Casualty,MAPLE RIDGE,2020,1,49.217957,-122.610123
223 ST & NORTH AVE,Casualty,MAPLE RIDGE,2020,1,49.215996,-122.604537
224 ST & ABERNETHY WAY & TURNING LANE,Casualty,MAPLE RIDGE,2020,1,49.231409,-122.601115
226 ST & SELKIRK AVE,Casualty,MAPLE RIDGE,2020,1,49.217777,-122.596323
227 ST & HOLYROOD AVE,Casualty,MAPLE RIDGE,2020,1,49.212228,-122.594786
227 ST & SELKIRK AVE,Casualty,MAPLE RIDGE,2020,1,49.218104,-122.594043
228 ST & REID AVE,Casualty,MAPLE RIDGE,2020,1,49.227281,-122.590321
230 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,1,49.228327,-122.585022
232 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.205029,-122.580911
232B ST & DEWDNEY TRUNK RD & HAWTHORNE ST,Casualty,MAPLE RIDGE,2020,1,49.220372,-122.576939
234 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220383,-122.574153
236 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220362,-122.568178
237 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220352,-122.565266
240 ST & HILL AVE,Casualty,MAPLE RIDGE,2020,1,49.18495,-122.556869
243 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.22031,-122.549743
244 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220299,-122.545938
248 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220272,-122.534702
263 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.172076,-122.492581
266 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.17236,-122.482013
267 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220127,-122.482428
272 ST & LOUGHEED HWY & ACCESS ROAD,Casualty,MAPLE RIDGE,2020,1,49.173079,-122.475686
BLANEY RD & SILVER VALLEY RD,Casualty,MAPLE RIDGE,2020,1,49.252424,-122.577856
BROWN AVE & GARDEN ST,Casualty,MAPLE RIDGE,2020,1,49.221771,-122.602932
BURNETT ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,1,49.220422,-122.588337
BURNETT ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.214789,-122.58874
CARR ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.216969,-122.616669
CARSHILL ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,1,49.21695,-122.614208
DEWDNEY TRUNK RD & DUNBAR ST,Casualty,MAPLE RIDGE,2020,1,49.220509,-122.609024
DEWDNEY TRUNK RD & GARDEN ST,Casualty,MAPLE RIDGE,2020,1,49.220482,-122.603024
DEWDNEY TRUNK RD & GLENHURST ST,Casualty,MAPLE RIDGE,2020,1,49.220378,-122.575457
DEWDNEY TRUNK RD & HOOD ST,Casualty,MAPLE RIDGE,2020,1,49.220571,-122.629568
DEWDNEY TRUNK RD & MCINTYRE CRT,Casualty,MAPLE RIDGE,2020,1,49.220565,-122.630626
DEWDNEY TRUNK RD & ROTHSAY ST,Casualty,MAPLE RIDGE,2020,1,49.22009,-122.470385
DUNN AVE & WEST ST,Casualty,MAPLE RIDGE,2020,1,49.218145,-122.665164
FERN CRES & GOLDEN EARS PARK RD & UNSIGNED,Casualty,MAPLE RIDGE,2020,1,49.275696,-122.515201
GOLDEN EARS WAY & MAPLE MEADOWS WAY,Casualty,MAPLE RIDGE,2020,1,49.216786,-122.668398
HAMMOND RD & WEST ST,Casualty,MAPLE RIDGE,2020,1,49.216104,-122.664795
KINGSTON ST & STEWART CRES,Casualty,MAPLE RIDGE,2020,1,49.213996,-122.663541
LAITY ST & RIVER RD,Casualty,MAPLE RIDGE,2020,1,49.213045,-122.631944
LAITY ST & THORNTON AVE,Casualty,MAPLE RIDGE,2020,1,49.232088,-122.631751
LORNE AVE & PRINCESS ST,Casualty,MAPLE RIDGE,2020,1,49.206346,-122.659424
MAPLE MEADOWS WAY & STEWART CRES,Casualty,MAPLE RIDGE,2020,1,49.214924,-122.667578
RIVER BEND & RIVER RD,Casualty,MAPLE RIDGE,2020,1,49.214018,-122.611018
102 AVE & 240 ST,Casualty,MAPLE RIDGE,2020,2,49.187489,-122.556867
104 AVE & JACKSON RD,Casualty,MAPLE RIDGE,2020,2,49.191303,-122.539493
112 AVE & 240 ST & KANAKA WAY,Casualty,MAPLE RIDGE,2020,2,49.205828,-122.55667
113B AVE & 201A ST,Casualty,MAPLE RIDGE,2020,2,49.209286,-122.663224
114A AVE & 240 ST,Casualty,MAPLE RIDGE,2020,2,49.210176,-122.556749
116 AVE & 232 ST,Casualty,MAPLE RIDGE,2020,2,49.213063,-122.577871
119 AVE & 223 ST,Casualty,MAPLE RIDGE,2020,2,49.218581,-122.604518
119 AVE & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,2,49.217832,-122.643177
124 AVE & GRAY ST,Casualty,MAPLE RIDGE,2020,2,49.227762,-122.608875
128 AVE & 232 ST,Casualty,MAPLE RIDGE,2020,2,49.234894,-122.579338
128 AVE & BLACKSTOCK ST,Casualty,MAPLE RIDGE,2020,2,49.235009,-122.614984
132 AVE & 224 ST,Casualty,MAPLE RIDGE,2020,2,49.242231,-122.60105
210 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.220531,-122.639416
223 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.22049,-122.604509
223 ST & RIVER RD,Casualty,MAPLE RIDGE,2020,2,49.212229,-122.604702
224 ST & MCINTOSH AVE,Casualty,MAPLE RIDGE,2020,2,49.219531,-122.601719
224 ST & SELKIRK AVE & MALL ACCESS,Casualty,MAPLE RIDGE,2020,2,49.217729,-122.601635
226 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,2,49.217115,-122.596301
227 ST & BROWN AVE,Casualty,MAPLE RIDGE,2020,2,49.221381,-122.593995
230 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.220398,-122.58485
245 ST & MCCLURE DR,Casualty,MAPLE RIDGE,2020,2,49.194693,-122.542501
264 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.220182,-122.490589
272 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.220009,-122.457784
280 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,2,49.174071,-122.444206
287 ST & 94 AVE & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2020,2,49.173393,-122.428961
BROWN AVE & EDGE ST,Casualty,MAPLE RIDGE,2020,2,49.221381,-122.597791
CALLAGHAN AVE & HANEY BYPASS,Casualty,MAPLE RIDGE,2020,2,49.21333,-122.604057
COTTONWOOD DR & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,2,49.220327,-122.570941
DEWDNEY TRUNK RD & EDGE ST,Casualty,MAPLE RIDGE,2020,2,49.220418,-122.597837
DEWDNEY TRUNK RD & FLETCHER ST,Casualty,MAPLE RIDGE,2020,2,49.220435,-122.592383
DEWDNEY TRUNK RD & FRASER ST,Casualty,MAPLE RIDGE,2020,2,49.220438,-122.600376
DEWDNEY TRUNK RD & ROSEWOOD ST,Casualty,MAPLE RIDGE,2020,2,49.21998,-122.641926
DITTON ST & PRINCESS ST,Casualty,MAPLE RIDGE,2020,2,49.20497,-122.657992
DOUGLAS AVE & LAITY ST,Casualty,MAPLE RIDGE,2020,2,49.228675,-122.631796
104 AVE & 240 ST,Casualty,MAPLE RIDGE,2020,3,49.191355,-122.556841
123 AVE & 203 ST,Casualty,MAPLE RIDGE,2020,3,49.226596,-122.656833
206 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,3,49.22053,-122.650492
207 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,3,49.220516,-122.647839
210 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,3,49.217475,-122.638927
221 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,3,49.216906,-122.610134
287 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,3,49.1734,-122.42895
DUNN AVE & MAPLE MEADOWS WAY,Casualty,MAPLE RIDGE,2020,3,49.217965,-122.66829
LOUGHEED HWY & RIVER RD & TAMARACK LANE & TURNING LANE,Casualty,MAPLE RIDGE,2020,3,49.201042,-122.578643
113B AVE & KINGSTON ST,Casualty,MAPLE RIDGE,2020,4,49.209289,-122.665731
124 AVE & 224 ST,Casualty,MAPLE RIDGE,2020,4,49.227721,-122.60127
200 ST & MAPLE MEADOWS WAY & MAPLE MEADOWS WAY OFFRAMP & TURNING LANE,Casualty,MAPLE RIDGE,2020,4,49.220396,-122.666544
223 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,4,49.216888,-122.604541
225 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,4,49.217114,-122.598939
227 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,4,49.229206,-122.593826
128 AVE & 216 ST,Casualty,MAPLE RIDGE,2020,5,49.235089,-122.622504
132 AVE & 232 ST,Casualty,MAPLE RIDGE,2020,5,49.243176,-122.579788
216 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,5,49.217037,-122.622845
224 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,5,49.231341,-122.601174
238B ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,5,49.220355,-122.561232
256 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,5,49.220462,-122.512522
JIM ROBSON WAY & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2020,5,49.192614,-122.572723
LOUGHEED HWY & RIVER RD,Casualty,MAPLE RIDGE,2020,5,49.179571,-122.541872
124 AVE & 232 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,6,49.227619,-122.579171
216 ST & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2020,6,49.217037,-122.622845
227 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,6,49.220439,-122.594009
228 ST & ABERNETHY WAY,Casualty,MAPLE RIDGE,2020,6,49.228542,-122.590318
228 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,6,49.220426,-122.590283
116 AVE & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,7,49.212423,-122.586332
128 AVE & 209 ST & 210 ST & GOLDEN EARS WAY,Casualty,MAPLE RIDGE,2020,7,49.234974,-122.638909
HANEY BYPASS & RIVER RD,Casualty,MAPLE RIDGE,2020,7,49.211524,-122.601536
203 ST & GOLDEN EARS WAY,Casualty,MAPLE RIDGE,2020,8,49.23238,-122.656702
113B AVE & 203 ST & HAMMOND RD & MAPLE CRES,Casualty,MAPLE RIDGE,2020,9,49.212069,-122.658672
222 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,9,49.220495,-122.60701
DEWDNEY TRUNK RD & LAITY ST,Casualty,MAPLE RIDGE,2020,9,49.220558,-122.631841
224 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,10,49.220463,-122.601689
224 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,10,49.216929,-122.601543
227 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,10,49.217049,-122.594116
228 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,10,49.215969,-122.590379
203 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,11,49.221432,-122.656683
240 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,11,49.220346,-122.557124
LAITY ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,12,49.217099,-122.631897
207 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,13,49.218251,-122.647897
232 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,13,49.220363,-122.579239
222 ST & HANEY BYPASS & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,15,49.21689,-122.607056
216 ST & DEWDNEY TRUNK RD,Casualty,MAPLE RIDGE,2020,16,49.220566,-122.622749
240 ST & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2020,16,49.183312,-122.556831
DEWDNEY TRUNK RD & LOUGHEED HWY & MAPLE MEADOWS WAY & WEST ST & TURNING LANE,Casualty,MAPLE RIDGE,2020,17,49.221211,-122.664242
203 ST & LOUGHEED HWY,Casualty,MAPLE RIDGE,2020,23,49.219239,-122.657635
232 ST & HANEY BYPASS & KANAKA WAY & LOUGHEED HWY & TURNING LANE,Casualty,MAPLE RIDGE,2020,41,49.203322,-122.579946
100 AVE & 248 ST,Casualty,MAPLE RIDGE,2021,1,49.184029,-122.534753
102 AVE & 241A ST,Casualty,MAPLE RIDGE,2021,1,49.187475,-122.55246
102 AVE & 242B ST,Casualty,MAPLE RIDGE,2021,1,49.187457,-122.550108
104 AVE & 240 ST,Casualty,MAPLE RIDGE,2021,1,49.191355,-122.556841
104 AVE & 242B ST,Casualty,MAPLE RIDGE,2021,1,49.191324,-122.550249
