Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
AZURE GATE & GRANVILLE AVE & GRANVILLE CRES,Casualty,RICHMOND,2021,1,49.162732,-123.153124
BATHGATE WAY & JACOMBS RD,Casualty,RICHMOND,2021,1,49.189235,-123.080325
BAYVIEW ST & MONCTON ST,Casualty,RICHMOND,2021,1,49.125153,-123.175347
BENNETT RD & GARDEN CITY RD,Casualty,RICHMOND,2021,1,49.16084,-123.125396
BENNETT RD & NO 3 RD & TURNING LANE,Casualty,RICHMOND,2021,1,49.160971,-123.136579
BIRD RD & ST EDWARDS DR,Casualty,RICHMOND,2021,1,49.189861,-123.112333
BLUNDELL RD & HWY 99,Casualty,RICHMOND,2021,1,49.15578,-123.08673
BLUNDELL RD & MINLER RD,Casualty,RICHMOND,2021,1,49.155594,-123.149918
BLUNDELL RD & MINORU BLVD,Casualty,RICHMOND,2021,1,49.155611,-123.140343
BLUNDELL RD & NELSON RD,Casualty,RICHMOND,2021,1,49.159462,-123.012847
BONAVISTA GATE & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133743,-123.172569
BOUNDARY RD & EWEN AVE & PHILLIPS ST & THOMPSON GATE & PEDESTRIAN MALL & TURNING LANE,Casualty,RICHMOND,2021,1,49.181942,-122.957178
BRIDGEPORT RD & OLAFSEN AVE,Casualty,RICHMOND,2021,1,49.191972,-123.095774
BRIDGEPORT RD & WEST RD,Casualty,RICHMOND,2021,1,49.191977,-123.130579
BRIDGEPORT STATION LOOP & GREAT CANADIAN WAY,Casualty,RICHMOND,2021,1,49.195769,-123.125424
BROADWAY ST & NO 1 RD,Casualty,RICHMOND,2021,1,49.127373,-123.181223
BROWN RD & CAMBIE RD,Casualty,RICHMOND,2021,1,49.184684,-123.130892
BURDETTE ST & RIVER RD,Casualty,RICHMOND,2021,1,49.202636,-123.063553
BURROWS RD & NO 6 RD,Casualty,RICHMOND,2021,1,49.197381,-123.069236
BURROWS RD & VICEROY PL,Casualty,RICHMOND,2021,1,49.197323,-123.059458
BUSWELL ST & COOK RD,Casualty,RICHMOND,2021,1,49.166492,-123.133694
CAMBIE RD & KNIGHT ST,Casualty,RICHMOND,2021,1,49.184607,-123.077015
CAMBIE RD & ST EDWARDS DR,Casualty,RICHMOND,2021,1,49.18457,-123.104639
CAMBIE RD & VIKING WAY,Casualty,RICHMOND,2021,1,49.184627,-123.073274
CAPSTAN WAY & SEXSMITH RD,Casualty,RICHMOND,2021,1,49.187775,-123.128141
CEDARBRIDGE WAY & LANSDOWNE RD,Casualty,RICHMOND,2021,1,49.173908,-123.142266
CHARLES ST & RIVER RD,Casualty,RICHMOND,2021,1,49.195112,-123.128469
CHATHAM ST & NO 1 RD,Casualty,RICHMOND,2021,1,49.12648,-123.181215
CHRISTINA RD & NO 2 RD,Casualty,RICHMOND,2021,1,49.165269,-123.158815
COMSTOCK RD & NO 2 RD,Casualty,RICHMOND,2021,1,49.161093,-123.158879
COOK CRES & SPIRES RD,Casualty,RICHMOND,2021,1,49.167433,-123.128952
COOK RD & ECKERSLEY RD,Casualty,RICHMOND,2021,1,49.166488,-123.130133
COONEY RD & PARK RD,Casualty,RICHMOND,2021,1,49.164697,-123.131529
COONEY RD & SABA RD,Casualty,RICHMOND,2021,1,49.168826,-123.131505
COONEY RD & SPIRES GATE,Casualty,RICHMOND,2021,1,49.168294,-123.131509
COPPERSMITH WAY & HORSESHOE WAY,Casualty,RICHMOND,2021,1,49.130667,-123.095805
CORVETTE WAY & SEA ISLAND WAY,Casualty,RICHMOND,2021,1,49.190976,-123.132866
CRAIGFLOWER GATE & FRANCIS RD,Casualty,RICHMOND,2021,1,49.148361,-123.177621
DAYTON AVE & NO 4 RD,Casualty,RICHMOND,2021,1,49.151762,-123.114148
DIAMOND RD & EARLMOND AVE,Casualty,RICHMOND,2021,1,49.144796,-123.183862
DINSMORE BRIDGE & GILBERT RD,Casualty,RICHMOND,2021,1,49.179796,-123.149912
DIXON AVE & GARDEN CITY RD,Casualty,RICHMOND,2021,1,49.153697,-123.125284
DONALD RD & GILBERT RD,Casualty,RICHMOND,2021,1,49.157765,-123.147798
DOUGLAS CRES & HUDSON AVE,Casualty,RICHMOND,2021,1,49.190542,-123.145275
DOVER CRES & LYNAS LANE,Casualty,RICHMOND,2021,1,49.170893,-123.164473
DYKE RD & NO 3 RD,Casualty,RICHMOND,2021,1,49.110647,-123.136795
ELMBRIDGE WAY & HOLLYBRIDGE WAY,Casualty,RICHMOND,2021,1,49.172967,-123.147776
ELMBRIDGE WAY & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.170167,-123.152518
FINN RD & GILBERT RD,Casualty,RICHMOND,2021,1,49.119018,-123.147804
FIRBRIDGE WAY & NO 3 RD,Casualty,RICHMOND,2021,1,49.17121,-123.136612
FISHER DR & FISHER GATE,Casualty,RICHMOND,2021,1,49.179967,-123.112733
FORSYTH CRES & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.170135,-123.180074
FRANCIS RD & MINLER RD,Casualty,RICHMOND,2021,1,49.148302,-123.149958
FRASERSIDE GATE & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.1779,-122.968053
FRASERWOOD PL & GORDON WAY,Casualty,RICHMOND,2021,1,49.167621,-122.983611
FUNDY GATE & NO 1 RD,Casualty,RICHMOND,2021,1,49.136011,-123.181316
GARDEN CITY RD & GENERAL CURRIE RD,Casualty,RICHMOND,2021,1,49.159122,-123.125413
GARDEN CITY RD & JONES RD,Casualty,RICHMOND,2021,1,49.15733,-123.125364
GENERAL CURRIE RD & NO 3 RD,Casualty,RICHMOND,2021,1,49.159215,-123.13659
GENERAL CURRIE RD & ST ALBANS RD,Casualty,RICHMOND,2021,1,49.159185,-123.130962
GRANVILLE AVE & MINORU GATE,Casualty,RICHMOND,2021,1,49.162735,-123.143054
GRANVILLE AVE & TURNING LANE,Casualty,RICHMOND,2021,1,49.162749,-123.168055
HAMMERSMITH WAY & HORSESHOE WAY,Casualty,RICHMOND,2021,1,49.125106,-123.100593
HOLLYBRIDGE WAY & PEARSON WAY,Casualty,RICHMOND,2021,1,49.175433,-123.149558
HOLLYCROFT GATE & WILLIAMS RD,Casualty,RICHMOND,2021,1,49.141018,-123.166562
HORSESHOE WAY & NO 5 RD & RIVERSIDE WAY,Casualty,RICHMOND,2021,1,49.131038,-123.092086
HOWARD ST & SHEPHERD DR,Casualty,RICHMOND,2021,1,49.179089,-123.106548
HWY 91 & HWY 99,Casualty,RICHMOND,2021,1,49.177122,-123.096341
HWY 91 & JACOMBS RD,Casualty,RICHMOND,2021,1,49.177574,-123.080406
HWY 91 & WESTMINSTER HWY ONRAMP,Casualty,RICHMOND,2021,1,49.169303,-122.971587
HWY 91 ONRAMP & NO 5 RD,Casualty,RICHMOND,2021,1,49.175445,-123.091908
HWY 99 & SHELL RD & SHELL RD OFFRAMP & SHELL RD ONRAMP & TURNING LANE,Casualty,RICHMOND,2021,1,49.181883,-123.103261
HWY 99 & SHELL RD ONRAMP,Casualty,RICHMOND,2021,1,49.185795,-123.109357
HWY 99 & WESTMINSTER HWY & WESTMINSTER HWY OFFRAMP & WESTMINSTER HWY ONRAMP,Casualty,RICHMOND,2021,1,49.170299,-123.086986
JONES RD & NO 3 RD,Casualty,RICHMOND,2021,1,49.157437,-123.136617
JONES RD & ST ALBANS RD,Casualty,RICHMOND,2021,1,49.157362,-123.130927
KEEFER AVE & NO 4 RD,Casualty,RICHMOND,2021,1,49.156495,-123.114101
KILBY DR & NO 4 RD,Casualty,RICHMOND,2021,1,49.185898,-123.113965
KINGFISHER DR & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133578,-123.161323
KWANTLEN ST & LANSDOWNE RD,Casualty,RICHMOND,2021,1,49.17383,-123.128682
LANCING RD & LANGTON RD,Casualty,RICHMOND,2021,1,49.157192,-123.160313
LANCING RD & RAILWAY AVE,Casualty,RICHMOND,2021,1,49.157053,-123.169834
LASSAM RD & WILLIAMS RD,Casualty,RICHMOND,2021,1,49.141005,-123.163699
LEONARD RD & RYAN RD,Casualty,RICHMOND,2021,1,49.13815,-123.13347
MAY DR & ODLIN RD,Casualty,RICHMOND,2021,1,49.181768,-123.118097
MAYCREST WAY & NO 6 RD,Casualty,RICHMOND,2021,1,49.179556,-123.069191
MCCARTNEY WAY & NELSON RD,Casualty,RICHMOND,2021,1,49.155188,-123.012855
MCLENNAN AVE & RIVER DR,Casualty,RICHMOND,2021,1,49.197777,-123.107815
MCMILLAN WAY & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.169278,-122.993967
MCNEELY DR & NO 5 RD,Casualty,RICHMOND,2021,1,49.179648,-123.091614
MONCTON ST & NO 1 RD,Casualty,RICHMOND,2021,1,49.12518,-123.181201
MONCTON ST & NO 2 RD,Casualty,RICHMOND,2021,1,49.124986,-123.158878
MORTFIELD RD & NO 4 RD & WILKINSON RD,Casualty,RICHMOND,2021,1,49.137554,-123.114189
MUIR DR & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.169825,-122.976406
NO 1 RD & PACEMORE AVE,Casualty,RICHMOND,2021,1,49.153401,-123.181153
NO 1 RD & TUCKER AVE,Casualty,RICHMOND,2021,1,49.165914,-123.181217
NO 2 RD & RIVER RD OFFRAMP,Casualty,RICHMOND,2021,1,49.172033,-123.158676
NO 2 RD & UDY RD,Casualty,RICHMOND,2021,1,49.160201,-123.158882
NO 2 RD & WALTON RD,Casualty,RICHMOND,2021,1,49.166506,-123.158814
NO 2 RD & WOODWARDS RD,Casualty,RICHMOND,2021,1,49.143915,-123.158971
NO 3 RD & RYAN RD,Casualty,RICHMOND,2021,1,49.138471,-123.136661
NO 3 RD & SUNNYMEDE GATE,Casualty,RICHMOND,2021,1,49.153648,-123.136668
NO 5 RD & RIVER RD,Casualty,RICHMOND,2021,1,49.196521,-123.091431
NO 5 RD & SEACLIFF RD,Casualty,RICHMOND,2021,1,49.137982,-123.091872
NO 5 RD & WOODHEAD RD,Casualty,RICHMOND,2021,1,49.182348,-123.091561
NO 6 RD & TRIANGLE RD,Casualty,RICHMOND,2021,1,49.136901,-123.069026
ODLIN CRES & ODLIN RD,Casualty,RICHMOND,2021,1,49.181673,-123.127008
OLIVER DR & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.169814,-122.979341
PALMBERG RD & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133601,-123.075186
PATTERSON RD & SEXSMITH RD,Casualty,RICHMOND,2021,1,49.190241,-123.128142
RIVER DR & SHELL RD,Casualty,RICHMOND,2021,1,49.196631,-123.102712
RIVER RD & SAVAGE RD,Casualty,RICHMOND,2021,1,49.202938,-123.058039
RIVER RD & SEA ISLAND WAY,Casualty,RICHMOND,2021,1,49.191098,-123.133678
RIVER RD & VALMONT WAY,Casualty,RICHMOND,2021,1,49.202864,-123.061766
RIVER RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.181268,-122.965486
RIVERDALE DR & WESTMINSTER HWY,Casualty,RICHMOND,2021,1,49.170147,-123.174952
SAUNDERS RD & WHELAN RD,Casualty,RICHMOND,2021,1,49.143583,-123.12836
SEA ISLAND WAY & SEA ISLAND WAY ONRAMP,Casualty,RICHMOND,2021,1,49.192864,-123.145147
SHELL RD & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133385,-123.103242
SHELLBRIDGE GATE & ST EDWARDS DR,Casualty,RICHMOND,2021,1,49.184851,-123.105513
SHERIDAN RD & WILLIAMS RD,Casualty,RICHMOND,2021,1,49.140972,-123.150893
SOUTHGATE RD & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133455,-123.115635
SOUTHRIDGE RD & STEVESTON HWY,Casualty,RICHMOND,2021,1,49.133462,-123.117847
STEVESTON HWY & SWALLOW DR,Casualty,RICHMOND,2021,1,49.133669,-123.166359
ALBERTA RD & NO 4 RD,Casualty,RICHMOND,2021,2,49.165727,-123.114017
AQUILA RD & WILLIAMS RD,Casualty,RICHMOND,2021,2,49.140716,-123.109147
ARAGON RD & WILLIAMS RD,Casualty,RICHMOND,2021,2,49.140713,-123.107907
ARTHUR LAING BRIDGE & GRAUER RD,Casualty,RICHMOND,2021,2,49.197511,-123.136633
ASH ST & WILLIAMS RD,Casualty,RICHMOND,2021,2,49.140789,-123.119764
BIRD RD & NO 5 RD,Casualty,RICHMOND,2021,2,49.189514,-123.091513
BLAIR DR & SHELL RD,Casualty,RICHMOND,2021,2,49.178252,-123.102866
BLUNDELL RD & SIDAWAY RD,Casualty,RICHMOND,2021,2,49.155559,-123.080561
BOUNDARY RD & HWY 91A,Casualty,RICHMOND,2021,2,49.183192,-122.957236
BRIDGEPORT RD & GAGE RD,Casualty,RICHMOND,2021,2,49.192019,-123.12021
BRIDGEPORT RD & SEXSMITH RD,Casualty,RICHMOND,2021,2,49.191997,-123.128143
BRIDGEPORT RD & SIMPSON RD,Casualty,RICHMOND,2021,2,49.19199,-123.098978
BRIDGEPORT RD & ST EDWARDS DR,Casualty,RICHMOND,2021,2,49.191999,-123.11231
BRIDGEPORT RD & VICKERS WAY,Casualty,RICHMOND,2021,2,49.19197,-123.089542
BROADMOOR BLVD & NO 3 RD,Casualty,RICHMOND,2021,2,49.145965,-123.136682
BROWNGATE RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2021,2,49.182934,-123.133455
BROWNGATE RD & NO 3 RD,Casualty,RICHMOND,2021,2,49.182858,-123.136665
CAMBIE RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2021,2,49.184685,-123.132463
CAMBIE RD & JACOMBS RD,Casualty,RICHMOND,2021,2,49.184541,-123.080306
CEDARBRIDGE WAY & RIVER PKY,Casualty,RICHMOND,2021,2,49.176698,-123.144296
DYKE RD & GILBERT RD,Casualty,RICHMOND,2021,2,49.112105,-123.14774
FERNDALE RD & GARDEN CITY RD,Casualty,RICHMOND,2021,2,49.168617,-123.124629
FINN RD & NO 4 RD,Casualty,RICHMOND,2021,2,49.121304,-123.115057
FRANCIS RD & GARDEN CITY RD,Casualty,RICHMOND,2021,2,49.148201,-123.125163
GARDEN CITY RD & LESLIE RD,Casualty,RICHMOND,2021,2,49.179328,-123.124561
GEORGIA ST & NO 1 RD,Casualty,RICHMOND,2021,2,49.130244,-123.181257
GIBBONS DR & WESTMINSTER HWY,Casualty,RICHMOND,2021,2,49.170134,-123.178187
GILBERT RD & LUCAS RD,Casualty,RICHMOND,2021,2,49.151887,-123.147802
GILBERT RD & WILLIAMS RD,Casualty,RICHMOND,2021,2,49.140952,-123.147871
GOLLNER AVE & MINORU BLVD & MALL ACCESS,Casualty,RICHMOND,2021,2,49.168714,-123.140224
GRANVILLE AVE & MOFFATT RD,Casualty,RICHMOND,2021,2,49.162674,-123.143638
GRANVILLE AVE & NO 1 RD,Casualty,RICHMOND,2021,2,49.162822,-123.181203
GREAT CANADIAN WAY & VAN HORNE WAY,Casualty,RICHMOND,2021,2,49.194836,-123.124887
GREENLAND DR & NO 5 RD,Casualty,RICHMOND,2021,2,49.187356,-123.091515
HOLLYBRIDGE WAY & RIVER RD,Casualty,RICHMOND,2021,2,49.17465,-123.148688
HWY 91 & KNIGHT ST,Casualty,RICHMOND,2021,2,49.17771,-123.074583
JERICHO RD & MILLER RD,Casualty,RICHMOND,2021,2,49.192177,-123.158702
KING RD & NO 5 RD,Casualty,RICHMOND,2021,2,49.14429,-123.091824
LANSDOWNE RD & MINORU BLVD,Casualty,RICHMOND,2021,2,49.173883,-123.140179
MAPLE RD & NO 2 RD,Casualty,RICHMOND,2021,2,49.146801,-123.158954
MAYFIELD PL & NO 6 RD,Casualty,RICHMOND,2021,2,49.181645,-123.069169
MORESBY DR & NO 1 RD,Casualty,RICHMOND,2021,2,49.159177,-123.181145
NO 1 RD & SPRINGFIELD DR,Casualty,RICHMOND,2021,2,49.137014,-123.181333
NO 3 RD & SAUNDERS RD,Casualty,RICHMOND,2021,2,49.143619,-123.136693
NO 4 RD & ODLIN RD,Casualty,RICHMOND,2021,2,49.18177,-123.113985
NO 6 RD & STEVESTON HWY,Casualty,RICHMOND,2021,2,49.13362,-123.068731
NO 7 RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,2,49.169921,-123.0466
NO 9 RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,2,49.169096,-123.001712
OAK ST BRIDGE & RIVER DR & RIVER RD,Casualty,RICHMOND,2021,2,49.198226,-123.124071
PEARSON WAY & RIVER RD,Casualty,RICHMOND,2021,2,49.175456,-123.146981
RIVER DR & VAN HORNE WAY,Casualty,RICHMOND,2021,2,49.198807,-123.119048
SWEDEN WAY & VULCAN WAY,Casualty,RICHMOND,2021,2,49.194755,-123.082762
ACKROYD RD & COONEY RD,Casualty,RICHMOND,2021,3,49.171972,-123.131558
ACKROYD RD & NO 3 RD,Casualty,RICHMOND,2021,3,49.172017,-123.136554
ALDERBRIDGE WAY & ELMBRIDGE WAY,Casualty,RICHMOND,2021,3,49.172051,-123.144793
ALDERBRIDGE WAY & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.170178,-123.14462
ALEX FRASER BRIDGE & CLIVEDEN AVE & CLIVEDEN AVE OFFRAMP & CLIVEDEN AVE ONRAMP & HWY 91,Casualty,RICHMOND,2021,3,49.170914,-122.951312
ALEXANDRA RD & HAZELBRIDGE WAY,Casualty,RICHMOND,2021,3,49.178361,-123.13398
ASH ST & BLUNDELL RD,Casualty,RICHMOND,2021,3,49.155483,-123.119801
AZURE BLVD & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.170164,-123.151185
AZURE RD & GILBERT RD,Casualty,RICHMOND,2021,3,49.169019,-123.147731
BLUNDELL RD & MOFFATT RD,Casualty,RICHMOND,2021,3,49.155605,-123.143717
BLUNDELL RD & NO 8 RD,Casualty,RICHMOND,2021,3,49.158187,-123.024202
BOUNDARY RD & BOYD ST & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.183778,-122.957234
BRIDGEPORT RD & HWY 99 & OAK ST BRIDGE,Casualty,RICHMOND,2021,3,49.192015,-123.118438
BRIDGEPORT RD & MCLENNAN AVE,Casualty,RICHMOND,2021,3,49.192003,-123.107831
BRIDGEPORT RD & NO 4 RD,Casualty,RICHMOND,2021,3,49.192001,-123.113894
BUSWELL ST & PARK RD,Casualty,RICHMOND,2021,3,49.16471,-123.133718
CAMBIE RD & ODLIN CRES,Casualty,RICHMOND,2021,3,49.184674,-123.126998
CLARKE PL & JACOMBS RD,Casualty,RICHMOND,2021,3,49.18565,-123.080293
CONSTABLE GATE & STEVESTON HWY,Casualty,RICHMOND,2021,3,49.133518,-123.15177
COPPERSMITH PL & COPPERSMITH WAY,Casualty,RICHMOND,2021,3,49.13079,-123.096843
DESMOND AVE & NO 1 RD & PETERSON GATE,Casualty,RICHMOND,2021,3,49.142839,-123.181361
FRANCIS RD & NO 4 RD,Casualty,RICHMOND,2021,3,49.148012,-123.114189
FRANCIS RD & ST ALBANS RD,Casualty,RICHMOND,2021,3,49.148231,-123.130931
FRASERWOOD PL & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.169353,-122.983704
GARRISON RD & NO 2 RD,Casualty,RICHMOND,2021,3,49.164617,-123.158822
GILBERT RD & STEVESTON HWY,Casualty,RICHMOND,2021,3,49.133513,-123.147802
GRAYBAR RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.169367,-122.989739
HAZELBRIDGE WAY & SWEET AVE,Casualty,RICHMOND,2021,3,49.1868,-123.132398
HUDSON AVE & LANCASTER CRES & RUSS BAKER WAY & TURNING LANE,Casualty,RICHMOND,2021,3,49.189241,-123.143511
MINORU BLVD & MINORU GATE,Casualty,RICHMOND,2021,3,49.16495,-123.14081
MINORU BLVD & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.170201,-123.140204
NO 1 RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,3,49.170131,-123.181235
NO 3 RD & STEVESTON HWY,Casualty,RICHMOND,2021,3,49.133523,-123.136584
NO 5 RD & THORPE RD,Casualty,RICHMOND,2021,3,49.183246,-123.091542
RAILWAY AVE & WILLIAMS RD,Casualty,RICHMOND,2021,3,49.141022,-123.169818
SIDAWAY RD & STEVESTON HWY,Casualty,RICHMOND,2021,3,49.133577,-123.080938
ACKROYD RD & ELMBRIDGE WAY & MINORU BLVD,Casualty,RICHMOND,2021,4,49.172016,-123.14018
ALDERBRIDGE WAY & MAY DR,Casualty,RICHMOND,2021,4,49.177317,-123.118452
ALDERBRIDGE WAY & MINORU BLVD,Casualty,RICHMOND,2021,4,49.176289,-123.140536
BLUNDELL RD & HEATHER ST,Casualty,RICHMOND,2021,4,49.155467,-123.122555
BLUNDELL RD & NO 1 RD,Casualty,RICHMOND,2021,4,49.155663,-123.181077
BLUNDELL RD & NO 5 RD,Casualty,RICHMOND,2021,4,49.15542,-123.091735
BLUNDELL RD & ST ALBANS RD,Casualty,RICHMOND,2021,4,49.155529,-123.13095
BRIDGEPORT RD & NO 6 RD,Casualty,RICHMOND,2021,4,49.191985,-123.069206
BUSWELL ST & GRANVILLE AVE,Casualty,RICHMOND,2021,4,49.162724,-123.133733
CAPSTAN WAY & NO 3 RD & TURNING LANE,Casualty,RICHMOND,2021,4,49.188865,-123.132513
CESSNA DR & RUSS BAKER WAY,Casualty,RICHMOND,2021,4,49.186338,-123.145021
FRANCIS RD & GILBERT RD,Casualty,RICHMOND,2021,4,49.148298,-123.147831
FRANCIS RD & NO 3 RD,Casualty,RICHMOND,2021,4,49.148285,-123.136673
GARDEN CITY RD & WILLIAMS RD,Casualty,RICHMOND,2021,4,49.140841,-123.125243
GILBERT RD & GRANVILLE AVE,Casualty,RICHMOND,2021,4,49.162733,-123.147771
GILBERT RD & RIVER RD,Casualty,RICHMOND,2021,4,49.176034,-123.145758
HAZELBRIDGE WAY & LESLIE RD,Casualty,RICHMOND,2021,4,49.179734,-123.133865
HWY 91 & HWY 91A & W CHANNEL BRIDGE,Casualty,RICHMOND,2021,4,49.175943,-122.960728
MORTFIELD GATE & STEVESTON HWY,Casualty,RICHMOND,2021,4,49.133471,-123.121872
NELSON RD & NELSON RD OFFRAMP & WESTMINSTER HWY,Casualty,RICHMOND,2021,4,49.169867,-123.012915
NO 3 RD & SABA RD,Casualty,RICHMOND,2021,4,49.168832,-123.136547
ALDERBRIDGE WAY & HAZELBRIDGE WAY & MALL ACCESS,Casualty,RICHMOND,2021,5,49.177345,-123.133956
BECKWITH RD & GREAT CANADIAN WAY,Casualty,RICHMOND,2021,5,49.193767,-123.124358
BLUNDELL RD & RAILWAY AVE,Casualty,RICHMOND,2021,5,49.155611,-123.169835
BRIDGEPORT RD & BRIDGEPORT RD OFFRAMP & BRIDGEPORT RD ONRAMP & HWY 99 & OAK ST BRIDGE & SEA ISLAND WAY & SEA ISLAND WAY OFFRAMP & SEA ISLAND WAY ONRAMP & BUS LANE & TURNING LANE & UNSIGNED,Casualty,RICHMOND,2021,5,49.192002,-123.116139
BRIDGEPORT RD & VIKING WAY,Casualty,RICHMOND,2021,5,49.19201,-123.07333
COOK RD & NO 3 RD & MALL ACCESS,Casualty,RICHMOND,2021,5,49.166509,-123.136548
COONEY RD & LANSDOWNE RD & MALL ACCESS,Casualty,RICHMOND,2021,5,49.173833,-123.131547
ELMBRIDGE WAY & GILBERT RD,Casualty,RICHMOND,2021,5,49.172563,-123.146647
FRANCIS RD & RAILWAY AVE,Casualty,RICHMOND,2021,5,49.148393,-123.169815
HWY 91 & NO 6 RD & NO 6 RD ONRAMP,Casualty,RICHMOND,2021,5,49.177895,-123.069209
HWY 99 & HWY 99 ONRAMP & STEVESTON HWY & STEVESTON HWY OFFRAMP & STEVESTON HWY ONRAMP & STEVESTON WEIGHSCALE & TOURIST BOOTH RD & BUS LANE,Casualty,RICHMOND,2021,5,49.133474,-123.086736
INGLIS DR & RUSS BAKER WAY & TURNING LANE,Casualty,RICHMOND,2021,5,49.179797,-123.153524
KNIGHT ST BRIDGE & MITCHELL RD & MITCHELL RD OFFRAMP & MITCHELL RD ONRAMP & INDUSTRIAL ACCESS ROAD & TURNING LANE,Casualty,RICHMOND,2021,5,49.205303,-123.077464
NO 4 RD & STEVESTON HWY,Casualty,RICHMOND,2021,5,49.133451,-123.114284
NO 5 RD & WILLIAMS RD,Casualty,RICHMOND,2021,5,49.140668,-123.091732
RAILWAY AVE & STEVESTON HWY,Casualty,RICHMOND,2021,5,49.133732,-123.169803
SEAWARD GATE & STEVESTON HWY,Casualty,RICHMOND,2021,5,49.133383,-123.099616
ALDERBRIDGE WAY & LANSDOWNE RD,Casualty,RICHMOND,2021,6,49.173876,-123.144096
ALDERBRIDGE WAY & MCCLELLAND RD,Casualty,RICHMOND,2021,6,49.177326,-123.121117
CAMBIE RD & NO 6 RD,Casualty,RICHMOND,2021,6,49.184694,-123.069135
GARDEN CITY RD & ODLIN RD,Casualty,RICHMOND,2021,6,49.181748,-123.124567
GRANVILLE AVE & NO 4 RD,Casualty,RICHMOND,2021,6,49.162828,-123.11405
GRANVILLE AVE & NO 5 RD,Casualty,RICHMOND,2021,6,49.162759,-123.09169
HWY 91 & HWY 91 ONRAMP & WESTMINSTER HWY & WESTMINSTER HWY OFFRAMP & WESTMINSTER HWY ONRAMP,Casualty,RICHMOND,2021,6,49.169678,-122.972456
HWY 91 & KNIGHT ST ONRAMP,Casualty,RICHMOND,2021,6,49.177701,-123.074727
NO 1 RD & WILLIAMS RD,Casualty,RICHMOND,2021,6,49.141033,-123.181365
NO 2 RD & NO 2 RD BRIDGE & RIVER RD & RIVER RD ONRAMP,Casualty,RICHMOND,2021,6,49.173924,-123.158086
COOK RD & COONEY RD,Casualty,RICHMOND,2021,7,49.166486,-123.131494
COPPERSMITH PL & STEVESTON HWY & TURNING LANE,Casualty,RICHMOND,2021,7,49.133366,-123.096803
HWY 99 & SHELL RD,Casualty,RICHMOND,2021,7,49.181371,-123.102726
HWY 99 & WESTMINSTER HWY,Casualty,RICHMOND,2021,7,49.170361,-123.086898
NO 3 RD & PARK RD & MALL ACCESS,Casualty,RICHMOND,2021,7,49.164716,-123.136563
NO 6 RD & SPARWOOD PL & WESTMINSTER HWY & WESTMINSTER HWY FRTG,Casualty,RICHMOND,2021,7,49.170123,-123.069213
ALDERBRIDGE WAY & KWANTLEN ST,Casualty,RICHMOND,2021,8,49.177318,-123.128716
BLUNDELL RD & GILBERT RD,Casualty,RICHMOND,2021,8,49.155594,-123.1478
BRIDGEPORT RD & NO 3 RD,Casualty,RICHMOND,2021,8,49.191987,-123.129438
BRIDGEPORT RD & NO 5 RD,Casualty,RICHMOND,2021,8,49.191975,-123.09148
CAMBIE RD & NO 3 RD,Casualty,RICHMOND,2021,8,49.184649,-123.136506
CAMBIE RD & SHELL RD,Casualty,RICHMOND,2021,8,49.184584,-123.10275
GILBERT RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,8,49.170171,-123.147705
GRANT MCCONACHIE WAY & TEMPLETON ST & TURNING LANE,Casualty,RICHMOND,2021,8,49.19317,-123.150686
HWY 91 & NO 8 RD,Casualty,RICHMOND,2021,8,49.177281,-123.024272
NO 2 RD & STEVESTON HWY,Casualty,RICHMOND,2021,8,49.133533,-123.158859
NO 4 RD & WILLIAMS RD,Casualty,RICHMOND,2021,8,49.140733,-123.114143
NO 8 RD & WESTMINSTER HWY,Casualty,RICHMOND,2021,8,49.169913,-123.024276
SHELL RD & WESTMINSTER HWY & TURNING LANE,Casualty,RICHMOND,2021,8,49.170124,-123.102967
SHELL RD & WILLIAMS RD,Casualty,RICHMOND,2021,8,49.140699,-123.102989
BLUNDELL RD & GARDEN CITY RD,Casualty,RICHMOND,2021,9,49.155464,-123.125339
